SEMESTER,UT DAY,UT START TIME,UT END TIME,MJD START TIME,MJD END TIME,PROGRAM,OBSERVER
2004A,07-05,03:00:00.000,04:00:00.000,53191.125,53191.166666666664,071,Rathbun
2004A,07-05,03:00:00.000,08:00:00.000,53191.125,53191.333333333336,082,DiSanti
2004A,07-05,04:00:00.000,16:00:00.000,53191.166666666664,53191.666666666664,069,Pendleton
2004A,07-05,04:00:00.000,15:00:00.000,53191.166666666664,53191.625,033,Clark
2004A,07-05,04:00:00.000,09:59:00.000,53191.166666666664,53191.415972222225,033,Clark
2004A,07-05,04:00:00.000,15:00:00.000,53191.166666666664,53191.625,015,Kafka
2004A,07-05,04:00:00.000,15:00:00.000,53191.166666666664,53191.625,015,Kafka
2004A,07-05,04:00:00.000,15:00:00.000,53191.166666666664,53191.625,035,Britt
2004A,07-05,08:00:00.000,14:30:00.000,53191.333333333336,53191.604166666664,027,Tedesco
2004A,07-05,08:00:00.000,14:30:00.000,53191.333333333336,53191.604166666664,027,Tedesco
2004A,07-05,08:00:00.000,14:30:00.000,53191.333333333336,53191.604166666664,023,Mueller
2004A,07-05,09:59:00.000,16:00:00.000,53191.415972222225,53191.666666666664,058,Grundy
2004A,07-05,13:00:00.000,16:00:00.000,53191.541666666664,53191.666666666664,057,Grundy
2004A,07-14,04:00:00.000,09:59:00.000,53200.166666666664,53200.415972222225,069,Pendleton
2004A,07-14,09:59:00.000,16:00:00.000,53200.415972222225,53200.666666666664,058,Grundy
2004A,07-15,04:00:00.000,13:00:00.000,53201.166666666664,53201.541666666664,069,Pendleton
2004A,07-16,04:00:00.000,16:00:00.000,53202.166666666664,53202.666666666664,069,Pendleton
2004A,07-16,13:00:00.000,16:00:00.000,53202.541666666664,53202.666666666664,057,Grundy
2004A,07-17,04:00:00.000,16:00:00.000,53203.166666666664,53203.666666666664,069,Pendleton
2004A,07-18,04:00:00.000,09:30:00.000,53204.166666666664,53204.395833333336,085,Lisse
2004A,07-18,09:30:00.000,16:00:00.000,53204.395833333336,53204.666666666664,069,Pendleton
2004A,07-19,04:00:00.000,09:30:00.000,53205.166666666664,53205.395833333336,085,Lisse
2004A,07-19,09:30:00.000,16:00:00.000,53205.395833333336,53205.666666666664,078,Bosh
2004A,07-20,04:00:00.000,09:30:00.000,53206.166666666664,53206.395833333336,085,Lisse
2004A,07-20,09:30:00.000,16:00:00.000,53206.395833333336,53206.666666666664,078,Bosh
2004A,07-21,04:00:00.000,09:59:00.000,53207.166666666664,53207.415972222225,048,Tokunaga
2004A,07-21,09:59:00.000,16:00:00.000,53207.415972222225,53207.666666666664,066,Marion
2004A,07-22,04:00:00.000,16:00:00.000,53208.166666666664,53208.666666666664,051,Burgasser
2004A,07-23,04:00:00.000,16:00:00.000,53209.166666666664,53209.666666666664,051,Burgasser
2004A,07-24,04:00:00.000,16:00:00.000,53210.166666666664,53210.666666666664,051,Burgasser
2004A,07-25,04:00:00.000,16:00:00.000,53211.166666666664,53211.666666666664,079,Bus
2004A,07-25,21:00:00.000,06:00:00.000,53211.875,53211.25,093,Wooden
2004A,07-26,06:00:00.000,13:00:00.000,53212.25,53212.541666666664,057,Grundy
2004A,07-26,21:00:00.000,06:00:00.000,53212.875,53212.25,093,Wooden
2004A,07-27,06:00:00.000,09:59:00.000,53213.25,53213.415972222225,066,Marion
2004A,07-27,21:00:00.000,06:00:00.000,53213.875,53213.25,093,Wooden
2004A,07-28,04:00:00.000,09:59:00.000,53214.166666666664,53214.415972222225,023,Mueller
2004A,07-28,09:59:00.000,16:00:00.000,53214.415972222225,53214.666666666664,026,Stallard
2004A,07-28,13:00:00.000,16:00:00.000,53214.541666666664,53214.666666666664,066,Marion
2004A,07-29,04:00:00.000,09:59:00.000,53215.166666666664,53215.415972222225,019,Harris
2004A,07-29,09:59:00.000,16:00:00.000,53215.415972222225,53215.666666666664,026,Stallard
2004A,07-30,02:00:00.000,07:00:00.000,53216.083333333336,53216.291666666664,082,DiSanti
2004A,07-30,07:00:00.000,16:00:00.000,53216.291666666664,53216.666666666664,026,Stallard
2004A,07-31,02:00:00.000,07:00:00.000,53217.083333333336,53217.291666666664,082,DiSanti
2004A,07-31,07:00:00.000,16:00:00.000,53217.291666666664,53217.666666666664,026,Stallard
2004B,08-01,04:00:00.000,16:00:00.000,53218.166666666664,53218.666666666664,998,Shah
2004B,08-02,04:00:00.000,16:00:00.000,53219.166666666664,53219.666666666664,998,Shah
2004B,08-03,01:00:00.000,16:00:00.000,53220.041666666664,53220.666666666664,018,Lynch
2004B,08-04,03:00:00.000,16:00:00.000,53221.125,53221.666666666664,018,Lynch
2004B,08-05,03:00:00.000,07:00:00.000,53222.125,53222.291666666664,018,Lynch
2004B,08-05,07:00:00.000,09:59:00.000,53222.291666666664,53222.415972222225,026,Lacy
2004B,08-05,09:59:00.000,16:00:00.000,53222.415972222225,53222.666666666664,018,Lynch
2004B,08-06,04:00:00.000,16:00:00.000,53223.166666666664,53223.666666666664,086,Deming
2004B,08-06,09:59:00.000,16:00:00.000,53223.415972222225,53223.666666666664,081,Rivkin
2004B,08-06,09:59:00.000,16:00:00.000,53223.415972222225,53223.666666666664,081,Rivkin
2004B,08-06,09:59:00.000,14:00:00.000,53223.415972222225,53223.583333333336,081,Rivkin
2004B,08-10,04:00:00.000,09:59:00.000,53227.166666666664,53227.415972222225,021,Young
2004B,08-10,09:59:00.000,14:00:00.000,53227.415972222225,53227.583333333336,081,Rivkin
2004B,08-10,14:00:00.000,16:00:00.000,53227.583333333336,53227.666666666664,031,Marcq
2004B,08-11,14:00:00.000,16:00:00.000,53228.583333333336,53228.666666666664,031,Marcq
2004B,08-12,04:00:00.000,14:00:00.000,53229.166666666664,53229.583333333336,095,Reipurth
2004B,08-12,14:00:00.000,16:00:00.000,53229.583333333336,53229.666666666664,031,Marcq
2004B,08-13,04:00:00.000,16:00:00.000,53230.166666666664,53230.666666666664,086,Deming
2004B,08-13,14:00:00.000,16:00:00.000,53230.583333333336,53230.666666666664,031,Marcq
2004B,08-14,04:00:00.000,16:00:00.000,53231.166666666664,53231.666666666664,025,Harrison
2004B,08-15,04:00:00.000,16:00:00.000,53232.166666666664,53232.666666666664,025,Harrison
2004B,08-16,04:00:00.000,16:00:00.000,53233.166666666664,53233.666666666664,025,Harrison
2004B,08-17,04:00:00.000,16:00:00.000,53234.166666666664,53234.666666666664,053,Gehrz
2004B,08-17,16:00:00.000,22:00:00.000,53234.666666666664,53234.916666666664,067,Kostiuk
2004B,08-18,04:00:00.000,16:00:00.000,53235.166666666664,53235.666666666664,053,Gehrz
2004B,08-18,16:00:00.000,22:00:00.000,53235.666666666664,53235.916666666664,067,Kostiuk
2004B,08-19,04:00:00.000,16:00:00.000,53236.166666666664,53236.666666666664,053,Gehrz
2004B,08-19,16:00:00.000,22:00:00.000,53236.666666666664,53236.916666666664,067,Kostiuk
2004B,08-20,04:00:00.000,16:00:00.000,53237.166666666664,53237.666666666664,057,Gregg
2004B,08-20,16:00:00.000,22:00:00.000,53237.666666666664,53237.916666666664,067,Kostiuk
2004B,08-21,04:00:00.000,16:00:00.000,53238.166666666664,53238.666666666664,057,Gregg
2004B,08-21,16:00:00.000,22:00:00.000,53238.666666666664,53238.916666666664,067,Kostiuk
2004B,08-22,04:00:00.000,09:59:00.000,53239.166666666664,53239.415972222225,087,Bernardi
2004B,08-22,09:59:00.000,16:00:00.000,53239.415972222225,53239.666666666664,045,Bus
2004B,08-23,04:00:00.000,16:00:00.000,53240.166666666664,53240.666666666664,999,Engneering
2004B,08-24,04:00:00.000,16:00:00.000,53241.166666666664,53241.666666666664,999,Engineering
2004B,08-25,04:00:00.000,16:00:00.000,53242.166666666664,53242.666666666664,999,Engineering
2004B,08-26,04:00:00.000,16:00:00.000,53243.166666666664,53243.666666666664,999,Engineering
2004B,08-27,04:00:00.000,16:00:00.000,53244.166666666664,53244.666666666664,999,Engineering
2004B,08-28,04:00:00.000,09:59:00.000,53245.166666666664,53245.415972222225,080,Rivkin
2004B,08-28,09:59:00.000,16:00:00.000,53245.415972222225,53245.666666666664,084,Volquardsen
2004B,08-29,04:00:00.000,09:59:00.000,53246.166666666664,53246.415972222225,080,Rivkin
2004B,08-29,09:59:00.000,16:00:00.000,53246.415972222225,53246.666666666664,084,Volquardsen
2004B,08-30,04:00:00.000,09:59:00.000,53247.166666666664,53247.415972222225,080,Rivkin
2004B,08-30,09:59:00.000,16:00:00.000,53247.415972222225,53247.666666666664,084,Volquardsen
2004B,08-31,04:00:00.000,09:59:00.000,53248.166666666664,53248.415972222225,080,Rivkin
2004B,08-31,09:59:00.000,16:00:00.000,53248.415972222225,53248.666666666664,084,Volquardsen
2004B,09-01,04:00:00.000,09:59:00.000,53249.166666666664,53249.415972222225,023,Harris
2004B,09-01,09:59:00.000,16:00:00.000,53249.415972222225,53249.666666666664,014,Tedesco
2004B,09-02,04:00:00.000,16:00:00.000,53250.166666666664,53250.666666666664,105,Gaidos
2004B,09-03,04:00:00.000,16:00:00.000,53251.166666666664,53251.666666666664,105,Gaidos
2004B,09-04,04:00:00.000,16:00:00.000,53252.166666666664,53252.666666666664,044,Burgasser
2004B,09-05,04:00:00.000,16:00:00.000,53253.166666666664,53253.666666666664,044,Burgasser
2004B,09-06,04:00:00.000,16:00:00.000,53254.166666666664,53254.666666666664,044,Burgasser
2004B,09-06,18:00:00.000,22:00:00.000,53254.75,53254.916666666664,017,Sprague
2004B,09-07,04:00:00.000,16:00:00.000,53255.166666666664,53255.666666666664,044,Burgasser
2004B,09-07,18:00:00.000,22:00:00.000,53255.75,53255.916666666664,017,Sprague
2004B,09-08,04:00:00.000,16:00:00.000,53256.166666666664,53256.666666666664,044,Burgasser
2004B,09-08,18:00:00.000,22:00:00.000,53256.75,53256.916666666664,017,Sprague
2004B,09-09,04:00:00.000,12:00:00.000,53257.166666666664,53257.5,045,Bus
2004B,09-09,18:00:00.000,22:00:00.000,53257.75,53257.916666666664,017,Sprague
2004B,09-10,04:00:00.000,16:00:00.000,53258.166666666664,53258.666666666664,045,Bus
2004B,09-10,12:00:00.000,16:00:00.000,53258.5,53258.666666666664,052,Walter
2004B,09-10,18:00:00.000,22:00:00.000,53258.75,53258.916666666664,017,Sprague
2004B,09-11,04:00:00.000,09:59:00.000,53259.166666666664,53259.415972222225,051,Glikman
2004B,09-12,04:00:00.000,16:00:00.000,53260.166666666664,53260.666666666664,051,Glikman
2004B,09-12,12:00:00.000,16:00:00.000,53260.5,53260.666666666664,051,Glikman
2004B,09-13,04:00:00.000,16:00:00.000,53261.166666666664,53261.666666666664,051,Glikman
2004B,09-14,04:00:00.000,16:00:00.000,53262.166666666664,53262.666666666664,042,Binzel
2004B,09-15,04:00:00.000,16:00:00.000,53263.166666666664,53263.666666666664,045,Bus
2004B,09-15,09:59:00.000,16:00:00.000,53263.415972222225,53263.666666666664,066,Abell
2004B,09-15,09:59:00.000,16:00:00.000,53263.415972222225,53263.666666666664,066,Abell
2004B,09-15,09:59:00.000,16:00:00.000,53263.415972222225,53263.666666666664,066,Abell
2004B,09-19,04:00:00.000,09:59:00.000,53267.166666666664,53267.415972222225,023,Harris
2004B,09-19,09:59:00.000,16:00:00.000,53267.415972222225,53267.666666666664,014,Tedesco
2004B,09-20,04:00:00.000,09:59:00.000,53268.166666666664,53268.415972222225,098,Sykes
2004B,09-20,09:59:00.000,16:00:00.000,53268.415972222225,53268.666666666664,014,Tedesco
2004B,09-21,04:00:00.000,16:00:00.000,53269.166666666664,53269.666666666664,041,Binzel
2004B,09-22,04:00:00.000,16:00:00.000,53270.166666666664,53270.666666666664,087,Bernardi
2004B,09-23,04:00:00.000,09:59:00.000,53271.166666666664,53271.415972222225,098,Sykes
2004B,09-23,09:59:00.000,16:00:00.000,53271.415972222225,53271.666666666664,014,Tedesco
2004B,09-24,04:00:00.000,09:59:00.000,53272.166666666664,53272.415972222225,023,Harris
2004B,09-24,09:59:00.000,16:00:00.000,53272.415972222225,53272.666666666664,014,Tedesco
2004B,09-25,04:00:00.000,09:59:00.000,53273.166666666664,53273.415972222225,098,Sykes
2004B,09-25,09:59:00.000,16:00:00.000,53273.415972222225,53273.666666666664,014,Tedesco
2004B,09-26,04:00:00.000,09:59:00.000,53274.166666666664,53274.415972222225,023,Harris
2004B,09-26,09:59:00.000,16:00:00.000,53274.415972222225,53274.666666666664,014,Tedesco
2004B,09-27,04:00:00.000,16:00:00.000,53275.166666666664,53275.666666666664,999,Engineering
2004B,09-28,04:00:00.000,16:00:00.000,53276.166666666664,53276.666666666664,999,Engineering
2004B,09-29,04:00:00.000,16:00:00.000,53277.166666666664,53277.666666666664,999,Engineering
2004B,09-30,04:00:00.000,09:59:00.000,53278.166666666664,53278.415972222225,005,Hardersen
2004B,09-30,09:59:00.000,16:00:00.000,53278.415972222225,53278.666666666664,022,Bender
2004B,10-01,04:00:00.000,09:59:00.000,53279.166666666664,53279.415972222225,005,Hardersen
2004B,10-01,09:59:00.000,16:00:00.000,53279.415972222225,53279.666666666664,022,Bender
2004B,10-02,04:00:00.000,09:59:00.000,53280.166666666664,53280.415972222225,005,Hardersen
2004B,10-02,09:59:00.000,16:00:00.000,53280.415972222225,53280.666666666664,022,Bender
2004B,10-03,04:00:00.000,09:59:00.000,53281.166666666664,53281.415972222225,005,Hardersen
2004B,10-03,09:59:00.000,16:00:00.000,53281.415972222225,53281.666666666664,022,Bender
2004B,10-04,04:00:00.000,14:30:00.000,53282.166666666664,53282.604166666664,040,Richter
2004B,10-05,04:00:00.000,14:30:00.000,53283.166666666664,53283.604166666664,007,Harper
2004B,10-05,14:30:00.000,18:30:00.000,53283.604166666664,53283.770833333336,028,Roe
2004B,10-06,04:00:00.000,09:59:00.000,53284.166666666664,53284.415972222225,089,Graham
2004B,10-06,09:59:00.000,13:00:00.000,53284.415972222225,53284.541666666664,040,Richter
2004B,10-06,14:30:00.000,18:30:00.000,53284.604166666664,53284.770833333336,028,Roe
2004B,10-07,04:00:00.000,09:59:00.000,53285.166666666664,53285.415972222225,089,Graham
2004B,10-07,09:59:00.000,13:00:00.000,53285.415972222225,53285.541666666664,040,Richter
2004B,10-07,13:00:00.000,18:30:00.000,53285.541666666664,53285.770833333336,058,Griffith
2004B,10-08,04:00:00.000,09:59:00.000,53286.166666666664,53286.415972222225,089,Graham
2004B,10-08,09:59:00.000,13:00:00.000,53286.415972222225,53286.541666666664,040,Richter
2004B,10-08,13:00:00.000,18:30:00.000,53286.541666666664,53286.770833333336,058,Griffith
2004B,10-09,04:00:00.000,15:00:00.000,53287.166666666664,53287.625,079,Richter
2004B,10-09,13:00:00.000,18:30:00.000,53287.541666666664,53287.770833333336,058,Griffith
2004B,10-10,04:00:00.000,09:59:00.000,53288.166666666664,53288.415972222225,099,Smith
2004B,10-10,09:59:00.000,13:00:00.000,53288.415972222225,53288.541666666664,040,Richter
2004B,10-10,15:00:00.000,19:30:00.000,53288.625,53288.8125,020,Krasnopolsky
2004B,10-11,04:00:00.000,09:59:00.000,53289.166666666664,53289.415972222225,099,Smith
2004B,10-11,09:59:00.000,13:00:00.000,53289.415972222225,53289.541666666664,040,Richter
2004B,10-11,13:00:00.000,18:30:00.000,53289.541666666664,53289.770833333336,027,Roe
2004B,10-12,04:00:00.000,09:59:00.000,53290.166666666664,53290.415972222225,099,Smith
2004B,10-12,09:59:00.000,13:00:00.000,53290.415972222225,53290.541666666664,040,Richter
2004B,10-12,13:00:00.000,18:30:00.000,53290.541666666664,53290.770833333336,027,Roe
2004B,10-13,04:00:00.000,13:00:00.000,53291.166666666664,53291.541666666664,040,Richter
2004B,10-13,13:00:00.000,18:30:00.000,53291.541666666664,53291.770833333336,056,Greathouse
2004B,10-14,04:00:00.000,13:00:00.000,53292.166666666664,53292.541666666664,040,Richter
2004B,10-14,13:00:00.000,18:30:00.000,53292.541666666664,53292.770833333336,056,Greathouse
2004B,10-15,04:00:00.000,16:00:00.000,53293.166666666664,53293.666666666664,041,Binzel
2004B,10-15,13:00:00.000,18:30:00.000,53293.541666666664,53293.770833333336,056,Greathouse
2004B,10-16,04:00:00.000,09:59:00.000,53294.166666666664,53294.415972222225,069,Magri
2004B,10-16,09:59:00.000,16:00:00.000,53294.415972222225,53294.666666666664,041,Binzel
2004B,10-17,04:00:00.000,16:00:00.000,53295.166666666664,53295.666666666664,069,Magri
2004B,10-18,04:00:00.000,16:00:00.000,53296.166666666664,53296.666666666664,069,Magri
2004B,10-19,04:00:00.000,16:00:00.000,53297.166666666664,53297.666666666664,069,Magri
2004B,10-19,07:00:00.000,16:00:00.000,53297.291666666664,53297.666666666664,087,Bernardi
2004B,10-21,04:00:00.000,16:00:00.000,53299.166666666664,53299.666666666664,049,Campins
2004B,10-22,04:00:00.000,16:00:00.000,53300.166666666664,53300.666666666664,049,Campins
2004B,10-23,04:00:00.000,16:00:00.000,53301.166666666664,53301.666666666664,083,Tokunaga
2004B,10-24,04:00:00.000,16:00:00.000,53302.166666666664,53302.666666666664,057,Gregg
2004B,10-25,04:00:00.000,12:00:00.000,53303.166666666664,53303.5,005,Hardersen
2004B,10-26,04:00:00.000,12:00:00.000,53304.166666666664,53304.5,005,Hardersen
2004B,10-26,12:00:00.000,17:00:00.000,53304.5,53304.708333333336,038,Orton
2004B,10-26,17:00:00.000,18:00:00.000,53304.708333333336,53304.75,039,Orton
2004B,10-27,04:00:00.000,12:00:00.000,53305.166666666664,53305.5,005,Hardersen
2004B,10-27,12:00:00.000,17:00:00.000,53305.5,53305.708333333336,038,Orton
2004B,10-27,17:00:00.000,18:00:00.000,53305.708333333336,53305.75,039,Orton
2004B,10-28,04:00:00.000,12:00:00.000,53306.166666666664,53306.5,005,Hardersen
2004B,10-28,12:00:00.000,17:00:00.000,53306.5,53306.708333333336,038,Orton
2004B,10-28,17:00:00.000,18:00:00.000,53306.708333333336,53306.75,039,Orton
2004B,10-29,04:00:00.000,12:00:00.000,53307.166666666664,53307.5,083,Tokunaga
2004B,10-29,12:00:00.000,17:00:00.000,53307.5,53307.708333333336,038,Orton
2004B,10-29,17:00:00.000,18:00:00.000,53307.708333333336,53307.75,039,Orton
2004B,10-30,04:00:00.000,12:00:00.000,53308.166666666664,53308.5,083,Tokunaga
2004B,10-30,12:00:00.000,18:00:00.000,53308.5,53308.75,074,Yanamandra-Fisher
2004B,10-30,12:00:00.000,18:00:00.000,53308.5,53308.75,074,Yanamandra-Fisher
2004B,10-31,04:00:00.000,16:00:00.000,53309.166666666664,53309.666666666664,057,Gregg
2004B,11-01,04:00:00.000,16:00:00.000,53310.166666666664,53310.666666666664,057,Gregg
2004B,11-02,04:00:00.000,16:00:00.000,53311.166666666664,53311.666666666664,101,Merline
2004B,11-03,04:00:00.000,16:00:00.000,53312.166666666664,53312.666666666664,999,Engineering
2004B,11-04,04:00:00.000,16:00:00.000,53313.166666666664,53313.666666666664,999,Engineering
2004B,11-05,04:00:00.000,16:00:00.000,53314.166666666664,53314.666666666664,999,Engineering
2004B,11-06,04:00:00.000,16:00:00.000,53315.166666666664,53315.666666666664,077,Allen
2004B,11-07,04:00:00.000,16:00:00.000,53316.166666666664,53316.666666666664,077,Allen
2004B,11-08,04:00:00.000,16:00:00.000,53317.166666666664,53317.666666666664,082,Stalder
2004B,11-09,04:00:00.000,16:00:00.000,53318.166666666664,53318.666666666664,082,Stalder
2004B,11-10,04:00:00.000,16:00:00.000,53319.166666666664,53319.666666666664,082,Stalder
2004B,11-11,04:00:00.000,16:00:00.000,53320.166666666664,53320.666666666664,002,Luhman
2004B,11-12,04:00:00.000,16:00:00.000,53321.166666666664,53321.666666666664,002,Luhman
2004B,11-13,04:00:00.000,16:00:00.000,53322.166666666664,53322.666666666664,002,Luhman
2004B,11-14,04:00:00.000,16:00:00.000,53323.166666666664,53323.666666666664,002,Luhman
2004B,11-15,04:00:00.000,13:00:00.000,53324.166666666664,53324.541666666664,083,Tokunaga
2004B,11-16,04:00:00.000,16:00:00.000,53325.166666666664,53325.666666666664,999,Eng
2004B,11-16,13:00:00.000,16:00:00.000,53325.541666666664,53325.666666666664,095,Reipurth
2004B,11-17,04:00:00.000,16:00:00.000,53326.166666666664,53326.666666666664,999,Eng
2004B,11-18,04:00:00.000,16:00:00.000,53327.166666666664,53327.666666666664,999,Eng
2004B,11-19,04:00:00.000,16:00:00.000,53328.166666666664,53328.666666666664,006,Dundon
2004B,11-20,04:00:00.000,16:00:00.000,53329.166666666664,53329.666666666664,075,Patience
2004B,11-21,04:00:00.000,16:00:00.000,53330.166666666664,53330.666666666664,075,Patience
2004B,11-22,04:00:00.000,16:00:00.000,53331.166666666664,53331.666666666664,090,Johns-Krull
2004B,11-23,04:00:00.000,16:00:00.000,53332.166666666664,53332.666666666664,090,Johns-Krull
2004B,11-24,04:00:00.000,16:00:00.000,53333.166666666664,53333.666666666664,090,Johns-Krull
2004B,11-25,04:00:00.000,16:00:00.000,53334.166666666664,53334.666666666664,090,Johns-Krull
2004B,11-26,04:00:00.000,16:00:00.000,53335.166666666664,53335.666666666664,090,Johns-Krull
2004B,11-27,04:00:00.000,16:00:00.000,53336.166666666664,53336.666666666664,090,Johns-Krull
2004B,11-28,04:00:00.000,16:00:00.000,53337.166666666664,53337.666666666664,055,Gibb
2004B,11-29,04:00:00.000,16:00:00.000,53338.166666666664,53338.666666666664,055,Gibb
2004B,11-30,04:00:00.000,16:00:00.000,53339.166666666664,53339.666666666664,055,Gibb
2004B,12-01,04:00:00.000,09:00:00.000,53340.166666666664,53340.375,045,Bus
2004B,12-01,09:00:00.000,12:00:00.000,53340.375,53340.5,052,Walter
2004B,12-02,04:00:00.000,16:00:00.000,53341.166666666664,53341.666666666664,026,Lacy
2004B,12-02,12:00:00.000,16:00:00.000,53341.5,53341.666666666664,045,Bus
2004B,12-03,04:00:00.000,09:59:00.000,53342.166666666664,53342.415972222225,100,Connelley
2004B,12-03,09:59:00.000,16:00:00.000,53342.415972222225,53342.666666666664,085,Chanover
2004B,12-04,04:00:00.000,09:59:00.000,53343.166666666664,53343.415972222225,100,Connelley
2004B,12-04,09:59:00.000,16:00:00.000,53343.415972222225,53343.666666666664,085,Chanover
2004B,12-05,04:00:00.000,09:59:00.000,53344.166666666664,53344.415972222225,100,Connelley
2004B,12-05,09:59:00.000,16:00:00.000,53344.415972222225,53344.666666666664,085,Chanover
2004B,12-06,04:00:00.000,09:59:00.000,53345.166666666664,53345.415972222225,100,Connelley
2004B,12-06,09:59:00.000,16:00:00.000,53345.415972222225,53345.666666666664,085,Chanover
2004B,12-07,04:00:00.000,09:59:00.000,53346.166666666664,53346.415972222225,100,Connelley
2004B,12-07,09:59:00.000,16:00:00.000,53346.415972222225,53346.666666666664,085,Chanover
2004B,12-08,04:00:00.000,09:59:00.000,53347.166666666664,53347.415972222225,042,Binzel
2004B,12-08,09:59:00.000,16:00:00.000,53347.415972222225,53347.666666666664,085,Chanover
2004B,12-09,04:00:00.000,08:00:00.000,53348.166666666664,53348.333333333336,042,Binzel
2004B,12-09,08:00:00.000,09:59:00.000,53348.333333333336,53348.415972222225,095,Reipurth
2004B,12-09,09:59:00.000,16:00:00.000,53348.415972222225,53348.666666666664,024,Stallard
2004B,12-10,04:00:00.000,09:59:00.000,53349.166666666664,53349.415972222225,093,Turnshek
2004B,12-10,09:59:00.000,16:00:00.000,53349.415972222225,53349.666666666664,024,Stallard
2004B,12-11,04:00:00.000,09:59:00.000,53350.166666666664,53350.415972222225,093,Turnshek
2004B,12-11,09:59:00.000,16:00:00.000,53350.415972222225,53350.666666666664,024,Stallard
2004B,12-12,04:00:00.000,09:59:00.000,53351.166666666664,53351.415972222225,093,Turnshek
2004B,12-12,09:59:00.000,16:00:00.000,53351.415972222225,53351.666666666664,024,Stallard
2004B,12-13,04:00:00.000,09:59:00.000,53352.166666666664,53352.415972222225,093,Turnshek
2004B,12-13,09:59:00.000,16:00:00.000,53352.415972222225,53352.666666666664,024,Stallard
2004B,12-14,04:00:00.000,09:59:00.000,53353.166666666664,53353.415972222225,999,Engineering
2004B,12-14,09:59:00.000,16:00:00.000,53353.415972222225,53353.666666666664,038,Orton
2004B,12-15,04:00:00.000,09:59:00.000,53354.166666666664,53354.415972222225,999,Engineering
2004B,12-15,09:59:00.000,16:00:00.000,53354.415972222225,53354.666666666664,038,Orton
2004B,12-15,16:00:00.000,17:00:00.000,53354.666666666664,53354.708333333336,039,Orton
2004B,12-16,04:00:00.000,09:59:00.000,53355.166666666664,53355.415972222225,999,Engineering
2004B,12-16,09:59:00.000,16:00:00.000,53355.415972222225,53355.666666666664,038,Orton
2004B,12-16,16:00:00.000,17:00:00.000,53355.666666666664,53355.708333333336,039,Orton
2004B,12-17,04:00:00.000,09:59:00.000,53356.166666666664,53356.415972222225,101,Merline
2004B,12-17,09:59:00.000,16:00:00.000,53356.415972222225,53356.666666666664,074,Yanamandra-Fisher
2004B,12-17,16:00:00.000,17:00:00.000,53356.666666666664,53356.708333333336,039,Orton
2004B,12-18,04:00:00.000,09:59:00.000,53357.166666666664,53357.415972222225,030,Kilic
2004B,12-18,09:59:00.000,16:00:00.000,53357.415972222225,53357.666666666664,024,Stallard
2004B,12-19,04:00:00.000,09:59:00.000,53358.166666666664,53358.415972222225,030,Kilic
2004B,12-19,09:59:00.000,16:00:00.000,53358.415972222225,53358.666666666664,024,Stallard
2004B,12-20,04:00:00.000,09:59:00.000,53359.166666666664,53359.415972222225,030,Kilic
2004B,12-20,09:59:00.000,16:00:00.000,53359.415972222225,53359.666666666664,024,Stallard
2004B,12-21,04:00:00.000,09:59:00.000,53360.166666666664,53360.415972222225,030,Kilic
2004B,12-21,09:59:00.000,16:00:00.000,53360.415972222225,53360.666666666664,024,Stallard
2004B,12-22,04:00:00.000,09:59:00.000,53361.166666666664,53361.415972222225,030,Kilic
2004B,12-22,09:59:00.000,16:00:00.000,53361.415972222225,53361.666666666664,024,Stallard
2004B,12-23,04:00:00.000,09:59:00.000,53362.166666666664,53362.415972222225,030,Kilic
2004B,12-23,09:59:00.000,16:00:00.000,53362.415972222225,53362.666666666664,024,Stallard
2004B,12-26,04:00:00.000,16:00:00.000,53365.166666666664,53365.666666666664,999,Engineering
2004B,12-27,04:00:00.000,09:59:00.000,53366.166666666664,53366.415972222225,096,Hora
2004B,12-27,09:59:00.000,16:00:00.000,53366.415972222225,53366.666666666664,062,Kassis
2004B,12-28,04:00:00.000,09:59:00.000,53367.166666666664,53367.415972222225,096,Hora
2004B,12-28,09:59:00.000,16:00:00.000,53367.415972222225,53367.666666666664,062,Kassis
2004B,12-29,04:00:00.000,16:00:00.000,53368.166666666664,53368.666666666664,014,Tedesco
2004B,12-30,04:00:00.000,16:00:00.000,53369.166666666664,53369.666666666664,014,Tedesco
2004B,01-01,04:00:00.000,16:00:00.000,53371.166666666664,53371.666666666664,094,Bauer
2004B,01-02,04:00:00.000,16:00:00.000,53372.166666666664,53372.666666666664,097,Peterson
2004B,01-03,04:00:00.000,16:00:00.000,53373.166666666664,53373.666666666664,097,Peterson
2004B,01-04,04:00:00.000,16:00:00.000,53374.166666666664,53374.666666666664,097,Peterson
2004B,01-05,04:00:00.000,16:00:00.000,53375.166666666664,53375.666666666664,097,Peterson
2004B,01-06,04:00:00.000,09:00:00.000,53376.166666666664,53376.375,083,Tokunaga
2004B,01-06,09:00:00.000,11:00:00.000,53376.375,53376.458333333336,095,Reipurth
2004B,01-07,04:00:00.000,09:59:00.000,53377.166666666664,53377.415972222225,083,Tokunaga
2004B,01-07,09:59:00.000,16:00:00.000,53377.415972222225,53377.666666666664,093,Turnshek
2004B,01-07,11:00:00.000,16:00:00.000,53377.458333333336,53377.666666666664,093,Turnshek
2004B,01-08,04:00:00.000,09:59:00.000,53378.166666666664,53378.415972222225,045,Bus
