SEMESTER,UT DAY,UT START TIME,UT END TIME,MJD START TIME,MJD END TIME,PROGRAM,OBSERVER
2017A,04-03,09:59:00.000,22:00:00.000,57846.415972222225,57846.916666666664,030,Mumma
2017A,04-04,04:20:00.000,08:00:00.000,57847.180555555555,57847.333333333336,999,Engineering
2017A,04-04,08:00:00.000,14:00:00.000,57847.333333333336,57847.583333333336,075,Paganini
2017A,04-05,04:20:00.000,10:20:00.000,57848.180555555555,57848.430555555555,999,Engineering
2017A,04-05,14:00:00.000,21:00:00.000,57848.583333333336,57848.875,074,Keane
2017A,04-06,05:00:00.000,17:00:00.000,57849.208333333336,57849.708333333336,999,Engineering
2017A,04-06,10:20:00.000,16:20:00.000,57849.430555555555,57849.680555555555,081,Plavchan
2017A,04-07,05:00:00.000,17:00:00.000,57850.208333333336,57850.708333333336,009,Woodward
2017A,04-08,05:00:00.000,17:00:00.000,57851.208333333336,57851.708333333336,009,Woodward
2017A,04-09,05:00:00.000,11:00:00.000,57852.208333333336,57852.458333333336,009,Woodward
2017A,04-10,04:20:00.000,08:20:00.000,57853.180555555555,57853.34722222222,999,Engineering
2017A,04-10,08:20:00.000,11:20:00.000,57853.34722222222,57853.47222222222,062,Tsang
2017A,04-10,11:00:00.000,17:00:00.000,57853.458333333336,57853.708333333336,999,Engineering
2017A,04-11,04:20:00.000,08:20:00.000,57854.180555555555,57854.34722222222,999,Engineering
2017A,04-11,08:20:00.000,11:20:00.000,57854.34722222222,57854.47222222222,062,Tsang
2017A,04-11,11:20:00.000,16:20:00.000,57854.47222222222,57854.680555555555,047,Stallard
2017A,04-12,04:20:00.000,08:20:00.000,57855.180555555555,57855.34722222222,999,Engineering
2017A,04-12,08:20:00.000,10:20:00.000,57855.34722222222,57855.430555555555,057,Hebrard
2017A,04-12,11:20:00.000,16:20:00.000,57855.47222222222,57855.680555555555,081,Plavchan
2017A,04-13,04:20:00.000,08:20:00.000,57856.180555555555,57856.34722222222,999,Engineering
2017A,04-13,08:20:00.000,10:20:00.000,57856.34722222222,57856.430555555555,057,Hebrard
2017A,04-13,10:20:00.000,16:20:00.000,57856.430555555555,57856.680555555555,090,Gaidos
2017A,04-13,16:20:00.000,20:20:00.000,57856.680555555555,57856.84722222222,993,Mumma
2017A,04-14,04:20:00.000,08:20:00.000,57857.180555555555,57857.34722222222,999,Engineering
2017A,04-14,08:20:00.000,10:20:00.000,57857.34722222222,57857.430555555555,057,Hebrard
2017A,04-14,10:20:00.000,16:20:00.000,57857.430555555555,57857.680555555555,085,DiSanti
2017A,04-14,16:20:00.000,20:20:00.000,57857.680555555555,57857.84722222222,993,Mumma
2017A,04-15,04:20:00.000,08:20:00.000,57858.180555555555,57858.34722222222,999,Engineering
2017A,04-15,08:20:00.000,10:20:00.000,57858.34722222222,57858.430555555555,057,Hebrard
2017A,04-15,10:20:00.000,16:20:00.000,57858.430555555555,57858.680555555555,085,DiSanti
2017A,04-15,16:20:00.000,20:20:00.000,57858.680555555555,57858.84722222222,992,Bonev
2017A,04-16,04:20:00.000,08:20:00.000,57859.180555555555,57859.34722222222,090,Gaidos
2017A,04-16,08:20:00.000,10:20:00.000,57859.34722222222,57859.430555555555,057,Hebrard
2017A,04-16,10:20:00.000,16:20:00.000,57859.430555555555,57859.680555555555,088,Bonev
2017A,04-16,16:20:00.000,20:20:00.000,57859.680555555555,57859.84722222222,992,Bonev
2017A,04-17,04:20:00.000,11:20:00.000,57860.180555555555,57860.47222222222,999,Engineering
2017A,04-17,10:20:00.000,16:20:00.000,57860.430555555555,57860.680555555555,088,Bonev
2017A,04-18,04:20:00.000,10:20:00.000,57861.180555555555,57861.430555555555,089,Newton
2017A,04-18,11:20:00.000,16:20:00.000,57861.47222222222,57861.680555555555,047,Stallard
2017A,04-19,04:20:00.000,07:20:00.000,57862.180555555555,57862.305555555555,991,Newton
2017A,04-19,07:20:00.000,10:20:00.000,57862.305555555555,57862.430555555555,990,Johnson
2017A,04-19,10:20:00.000,16:20:00.000,57862.430555555555,57862.680555555555,052,Brittain
2017A,04-20,04:20:00.000,08:20:00.000,57863.180555555555,57863.34722222222,991,Newton
2017A,04-20,08:20:00.000,11:30:00.000,57863.34722222222,57863.479166666664,990,Johnson
2017A,04-20,10:20:00.000,13:20:00.000,57863.430555555555,57863.555555555555,989,Roth
2017A,04-20,13:20:00.000,16:20:00.000,57863.555555555555,57863.680555555555,988,Brittain
2017A,04-21,04:20:00.000,10:20:00.000,57864.180555555555,57864.430555555555,067,Emery
2017A,04-21,11:30:00.000,14:30:00.000,57864.479166666664,57864.604166666664,993,Mumma
2017A,04-21,14:30:00.000,15:00:00.000,57864.604166666664,57864.625,999,Engineering
2017A,04-21,15:00:00.000,20:20:00.000,57864.625,57864.84722222222,072,Young
2017A,04-22,04:20:00.000,07:50:00.000,57865.180555555555,57865.32638888889,999,Engineering
2017A,04-22,07:50:00.000,10:20:00.000,57865.32638888889,57865.430555555555,101,Thomas
2017A,04-22,10:20:00.000,16:20:00.000,57865.430555555555,57865.680555555555,024,Esplin
2017A,04-22,16:20:00.000,20:20:00.000,57865.680555555555,57865.84722222222,072,Young
2017A,04-23,04:20:00.000,07:20:00.000,57866.180555555555,57866.305555555555,999,Engineering
2017A,04-23,07:20:00.000,10:20:00.000,57866.305555555555,57866.430555555555,049,Howell
2017A,04-23,10:20:00.000,16:20:00.000,57866.430555555555,57866.680555555555,024,Esplin
2017A,04-23,16:20:00.000,20:20:00.000,57866.680555555555,57866.84722222222,072,Young
2017A,04-24,04:20:00.000,06:30:00.000,57867.180555555555,57867.270833333336,999,Engineering
2017A,04-24,06:30:00.000,07:30:00.000,57867.270833333336,57867.3125,113,Wooden
2017A,04-24,07:30:00.000,09:00:00.000,57867.3125,57867.375,043,Spencer
2017A,04-24,09:00:00.000,16:20:00.000,57867.375,57867.680555555555,024,Esplin
2017A,04-24,10:20:00.000,16:20:00.000,57867.430555555555,57867.680555555555,024,Esplin
2017A,04-24,16:20:00.000,20:20:00.000,57867.680555555555,57867.84722222222,072,Young
2017A,04-25,04:20:00.000,10:20:00.000,57868.180555555555,57868.430555555555,016,DeMeo
2017A,04-25,16:20:00.000,20:20:00.000,57868.680555555555,57868.84722222222,072,Young
2017A,04-26,04:20:00.000,10:20:00.000,57869.180555555555,57869.430555555555,997,Moore
2017A,04-26,10:20:00.000,16:20:00.000,57869.430555555555,57869.680555555555,054,Sullivan
2017A,04-26,16:20:00.000,20:20:00.000,57869.680555555555,57869.84722222222,072,Young
2017A,04-27,04:20:00.000,10:20:00.000,57870.180555555555,57870.430555555555,104,Magnier
2017A,04-27,10:20:00.000,16:20:00.000,57870.430555555555,57870.680555555555,054,Sullivan
2017A,04-27,16:20:00.000,20:20:00.000,57870.680555555555,57870.84722222222,072,Young
2017A,04-28,04:20:00.000,10:20:00.000,57871.180555555555,57871.430555555555,997,Moore
2017A,04-28,10:20:00.000,16:20:00.000,57871.430555555555,57871.680555555555,054,Sullivan
2017A,04-28,16:20:00.000,20:20:00.000,57871.680555555555,57871.84722222222,072,Young
2017A,04-29,04:20:00.000,10:20:00.000,57872.180555555555,57872.430555555555,044,Bus
2017A,04-29,10:20:00.000,16:20:00.000,57872.430555555555,57872.680555555555,093,Birkby
2017A,04-29,16:20:00.000,20:20:00.000,57872.680555555555,57872.84722222222,072,Young
2017A,04-30,04:20:00.000,08:20:00.000,57873.180555555555,57873.34722222222,017,Reddy
2017A,04-30,08:20:00.000,10:20:00.000,57873.34722222222,57873.430555555555,003,Landt
2017A,04-30,10:20:00.000,16:20:00.000,57873.430555555555,57873.680555555555,054,Sullivan
2017A,04-30,16:20:00.000,20:20:00.000,57873.680555555555,57873.84722222222,072,Young
2017A,05-01,04:15:00.000,09:15:00.000,57874.177083333336,57874.385416666664,017,Reddy
2017A,05-01,09:15:00.000,10:45:00.000,57874.385416666664,57874.447916666664,043,Spencer
2017A,05-01,10:20:00.000,16:20:00.000,57874.430555555555,57874.680555555555,093,Birkby
2017A,05-01,16:20:00.000,20:20:00.000,57874.680555555555,57874.84722222222,072,Young
2017A,05-02,04:15:00.000,12:15:00.000,57875.177083333336,57875.510416666664,064,Takir
2017A,05-02,10:45:00.000,12:45:00.000,57875.447916666664,57875.53125,083,Ansdell
2017A,05-02,12:45:00.000,13:30:00.000,57875.53125,57875.5625,051,Corlies
2017A,05-02,13:30:00.000,15:00:00.000,57875.5625,57875.625,053,Rich
2017A,05-02,15:00:00.000,20:15:00.000,57875.625,57875.84375,072,Young
2017A,05-03,04:15:00.000,12:15:00.000,57876.177083333336,57876.510416666664,042,Sand
2017A,05-03,12:15:00.000,16:15:00.000,57876.510416666664,57876.677083333336,070,Goto
2017A,05-03,16:15:00.000,20:15:00.000,57876.677083333336,57876.84375,072,Young
2017A,05-04,04:15:00.000,16:15:00.000,57877.177083333336,57877.677083333336,030,Mumma
2017A,05-04,12:15:00.000,16:15:00.000,57877.510416666664,57877.677083333336,070,Goto
2017A,05-04,16:15:00.000,20:15:00.000,57877.677083333336,57877.84375,072,Young
2017A,05-05,04:15:00.000,16:15:00.000,57878.177083333336,57878.677083333336,030,Mumma
2017A,05-05,16:15:00.000,20:15:00.000,57878.677083333336,57878.84375,072,Young
2017A,05-06,04:15:00.000,15:30:00.000,57879.177083333336,57879.645833333336,102,Gagliuffi
2017A,05-06,16:15:00.000,20:15:00.000,57879.677083333336,57879.84375,072,Young
2017A,05-07,04:15:00.000,10:15:00.000,57880.177083333336,57880.427083333336,107,Zhang
2017A,05-07,15:30:00.000,21:30:00.000,57880.645833333336,57880.895833333336,059,Vervack
2017A,05-08,04:15:00.000,08:15:00.000,57881.177083333336,57881.34375,073,Grunblatt
2017A,05-08,08:15:00.000,10:15:00.000,57881.34375,57881.427083333336,003,Landt
2017A,05-08,10:15:00.000,16:15:00.000,57881.427083333336,57881.677083333336,004,Mann
2017A,05-09,04:15:00.000,09:35:00.000,57882.177083333336,57882.399305555555,107,Zhang
2017A,05-09,09:35:00.000,10:15:00.000,57882.399305555555,57882.427083333336,035,Orton
2017A,05-09,10:15:00.000,11:00:00.000,57882.427083333336,57882.458333333336,035,Orton
2017A,05-09,11:00:00.000,12:30:00.000,57882.458333333336,57882.520833333336,043,Spencer
2017A,05-09,12:30:00.000,13:15:00.000,57882.520833333336,57882.552083333336,051,Corlies
2017A,05-09,13:15:00.000,14:15:00.000,57882.552083333336,57882.59375,071,Kobulnicky
2017A,05-09,14:15:00.000,16:15:00.000,57882.59375,57882.677083333336,987,Grosso
2017A,05-10,04:15:00.000,05:30:00.000,57883.177083333336,57883.229166666664,999,Engineering
2017A,05-10,05:30:00.000,07:00:00.000,57883.229166666664,57883.291666666664,043,Spencer
2017A,05-10,07:00:00.000,11:15:00.000,57883.291666666664,57883.46875,004,Mann
2017A,05-10,10:15:00.000,16:15:00.000,57883.427083333336,57883.677083333336,047,Stallard
2017A,05-11,04:15:00.000,09:59:00.000,57884.177083333336,57884.415972222225,986,Zhang
2017A,05-11,09:59:00.000,14:00:00.000,57884.415972222225,57884.583333333336,029,Martin
2017A,05-11,11:15:00.000,12:00:00.000,57884.46875,57884.5,051,Corlies
2017A,05-11,12:00:00.000,14:00:00.000,57884.5,57884.583333333336,083,Ansdell
2017A,05-11,14:00:00.000,21:00:00.000,57884.583333333336,57884.875,061,Gibb
2017A,05-12,04:15:00.000,10:15:00.000,57885.177083333336,57885.427083333336,089,Newton
2017A,05-12,14:00:00.000,21:00:00.000,57885.583333333336,57885.875,061,Gibb
2017A,05-13,04:15:00.000,16:15:00.000,57886.177083333336,57886.677083333336,998,Skinner
2017A,05-13,10:15:00.000,14:00:00.000,57886.427083333336,57886.583333333336,083,Ansdell
2017A,05-13,14:00:00.000,21:00:00.000,57886.583333333336,57886.875,061,Gibb
2017A,05-14,04:15:00.000,08:15:00.000,57887.177083333336,57887.34375,999,Engineering
2017A,05-14,08:15:00.000,10:15:00.000,57887.34375,57887.427083333336,003,Landt
2017A,05-15,04:15:00.000,06:15:00.000,57888.177083333336,57888.260416666664,999,Engineering
2017A,05-15,06:15:00.000,16:15:00.000,57888.260416666664,57888.677083333336,036,Connelley
2017A,05-15,10:15:00.000,11:00:00.000,57888.427083333336,57888.458333333336,043,Spencer
2017A,05-15,11:00:00.000,11:45:00.000,57888.458333333336,57888.489583333336,051,Corlies
2017A,05-15,11:45:00.000,12:45:00.000,57888.489583333336,57888.53125,999,Engineering
2017A,05-15,12:45:00.000,16:15:00.000,57888.53125,57888.677083333336,095,Lisse
2017A,05-15,17:30:00.000,20:30:00.000,57888.729166666664,57888.854166666664,099,Kaluna
2017A,05-16,04:15:00.000,06:15:00.000,57889.177083333336,57889.260416666664,999,Engineering
2017A,05-16,06:15:00.000,16:15:00.000,57889.260416666664,57889.677083333336,036,Connelley
2017A,05-17,04:15:00.000,10:15:00.000,57890.177083333336,57890.427083333336,012,Bjoraker
2017A,05-18,03:00:00.000,08:00:00.000,57891.125,57891.333333333336,046,Johnson
2017A,05-18,08:00:00.000,11:30:00.000,57891.333333333336,57891.479166666664,034,Orton
2017A,05-18,10:15:00.000,14:15:00.000,57891.427083333336,57891.59375,029,Martin
2017A,05-18,14:15:00.000,21:45:00.000,57891.59375,57891.90625,074,Keane
2017A,05-19,04:15:00.000,11:15:00.000,57892.177083333336,57892.46875,034,Orton
2017A,05-19,11:30:00.000,14:00:00.000,57892.479166666664,57892.583333333336,031,Stringfellow
2017A,05-19,14:00:00.000,15:00:00.000,57892.583333333336,57892.625,042,Sand
2017A,05-20,04:15:00.000,10:15:00.000,57893.177083333336,57893.427083333336,012,Bjoraker
2017A,05-20,11:15:00.000,16:15:00.000,57893.46875,57893.677083333336,031,Stringfellow
2017A,05-21,04:15:00.000,11:15:00.000,57894.177083333336,57894.46875,017,Reddy
2017A,05-21,10:15:00.000,13:15:00.000,57894.427083333336,57894.552083333336,095,Lisse
2017A,05-21,13:15:00.000,16:15:00.000,57894.552083333336,57894.677083333336,063,Olkin
2017A,05-22,04:15:00.000,07:15:00.000,57895.177083333336,57895.302083333336,044,Bus
2017A,05-22,07:15:00.000,13:15:00.000,57895.302083333336,57895.552083333336,020,Chu
2017A,05-22,11:15:00.000,13:15:00.000,57895.46875,57895.552083333336,118,Thomas
2017A,05-22,13:15:00.000,16:15:00.000,57895.552083333336,57895.677083333336,063,Olkin
2017A,05-23,04:15:00.000,07:15:00.000,57896.177083333336,57896.302083333336,999,Engineering
2017A,05-23,07:15:00.000,12:15:00.000,57896.302083333336,57896.510416666664,020,Chu
2017A,05-23,13:15:00.000,16:15:00.000,57896.552083333336,57896.677083333336,063,Olkin
2017A,05-24,04:15:00.000,07:00:00.000,57897.177083333336,57897.291666666664,999,Engineering
2017A,05-24,07:00:00.000,09:00:00.000,57897.291666666664,57897.375,003,Landt
2017A,05-24,09:00:00.000,10:30:00.000,57897.375,57897.4375,043,Spencer
2017A,05-24,12:15:00.000,13:15:00.000,57897.510416666664,57897.552083333336,042,Sand
2017A,05-24,13:15:00.000,16:15:00.000,57897.552083333336,57897.677083333336,063,Olkin
2017A,05-25,04:15:00.000,07:15:00.000,57898.177083333336,57898.302083333336,999,Engineering
2017A,05-25,07:15:00.000,13:15:00.000,57898.302083333336,57898.552083333336,020,Chu
2017A,05-25,10:30:00.000,11:15:00.000,57898.4375,57898.46875,051,Corlies
2017A,05-25,11:15:00.000,12:15:00.000,57898.46875,57898.510416666664,053,Rich
2017A,05-25,12:15:00.000,16:15:00.000,57898.510416666664,57898.677083333336,063,Olkin
2017A,05-26,03:15:00.000,09:00:00.000,57899.135416666664,57899.375,999,Engineering
2017A,05-26,09:00:00.000,15:15:00.000,57899.375,57899.635416666664,049,Howell
2017A,05-26,13:15:00.000,16:15:00.000,57899.552083333336,57899.677083333336,063,Olkin
2017A,05-27,03:15:00.000,09:00:00.000,57900.135416666664,57900.375,039,Greathouse
2017A,05-27,09:00:00.000,15:15:00.000,57900.375,57900.635416666664,097,Sellgren
2017A,05-28,03:15:00.000,09:00:00.000,57901.135416666664,57901.375,039,Greathouse
2017A,05-28,09:00:00.000,15:15:00.000,57901.375,57901.635416666664,097,Sellgren
2017A,05-29,03:15:00.000,09:00:00.000,57902.135416666664,57902.375,008,Tsang
2017A,05-29,09:00:00.000,15:15:00.000,57902.375,57902.635416666664,097,Sellgren
2017A,05-30,03:15:00.000,07:45:00.000,57903.135416666664,57903.322916666664,048,Sinclair
2017A,05-30,07:45:00.000,09:30:00.000,57903.322916666664,57903.395833333336,999,Engineering
2017A,05-30,09:30:00.000,13:00:00.000,57903.395833333336,57903.541666666664,096,Hankins
2017A,05-31,03:15:00.000,07:45:00.000,57904.135416666664,57904.322916666664,048,Sinclair
2017A,05-31,07:45:00.000,09:30:00.000,57904.322916666664,57904.395833333336,999,Engineering
2017A,05-31,09:30:00.000,13:00:00.000,57904.395833333336,57904.541666666664,096,Hankins
2017A,05-31,13:00:00.000,15:15:00.000,57904.541666666664,57904.635416666664,999,Engineering
2017A,06-01,03:15:00.000,09:00:00.000,57905.135416666664,57905.375,065,Fouchet
2017A,06-01,09:00:00.000,15:15:00.000,57905.375,57905.635416666664,049,Howell
2017A,06-01,13:00:00.000,15:15:00.000,57905.541666666664,57905.635416666664,999,Engineering
2017A,06-02,03:15:00.000,09:00:00.000,57906.135416666664,57906.375,014,Fletcher
2017A,06-02,09:00:00.000,10:15:00.000,57906.375,57906.427083333336,051,Corlies
2017A,06-03,03:15:00.000,09:00:00.000,57907.135416666664,57907.375,014,Fletcher
2017A,06-03,09:00:00.000,15:15:00.000,57907.375,57907.635416666664,080,Mauerhan
2017A,06-03,10:15:00.000,15:15:00.000,57907.427083333336,57907.635416666664,080,Mauerhan
2017A,06-04,03:15:00.000,09:00:00.000,57908.135416666664,57908.375,039,Greathouse
2017A,06-04,09:00:00.000,15:15:00.000,57908.375,57908.635416666664,117,Lisse
2017A,06-05,03:15:00.000,09:00:00.000,57909.135416666664,57909.375,039,Greathouse
2017A,06-05,09:00:00.000,15:15:00.000,57909.375,57909.635416666664,117,Lisse
2017A,06-06,04:20:00.000,10:20:00.000,57910.180555555555,57910.430555555555,067,Emery
2017A,06-07,04:20:00.000,05:20:00.000,57911.180555555555,57911.22222222222,035,Orton
2017A,06-07,05:20:00.000,06:00:00.000,57911.22222222222,57911.25,043,Spencer
2017A,06-07,06:00:00.000,13:20:00.000,57911.25,57911.555555555555,049,Howell
2017A,06-07,10:20:00.000,16:20:00.000,57911.430555555555,57911.680555555555,106,Hardegree-Ullman
2017A,06-08,05:00:00.000,21:00:00.000,57912.208333333336,57912.875,030,Mumma
2017A,06-08,13:20:00.000,14:05:00.000,57912.555555555555,57912.586805555555,051,Corlies
2017A,06-08,14:05:00.000,16:20:00.000,57912.586805555555,57912.680555555555,042,Sand
2017A,06-09,04:20:00.000,07:20:00.000,57913.180555555555,57913.305555555555,003,Landt
2017A,06-09,07:20:00.000,16:20:00.000,57913.305555555555,57913.680555555555,013,Burgasser
2017A,06-10,05:00:00.000,21:00:00.000,57914.208333333336,57914.875,030,Mumma
2017A,06-11,04:20:00.000,10:20:00.000,57915.180555555555,57915.430555555555,059,Vervack
2017A,06-12,04:20:00.000,16:20:00.000,57916.180555555555,57916.680555555555,115,Liu
2017A,06-12,10:20:00.000,11:05:00.000,57916.430555555555,57916.461805555555,051,Corlies
2017A,06-12,11:05:00.000,16:20:00.000,57916.461805555555,57916.680555555555,106,Hardegree-Ullman
2017A,06-13,04:20:00.000,10:20:00.000,57917.180555555555,57917.430555555555,093,Birkby
2017A,06-14,04:20:00.000,16:20:00.000,57918.180555555555,57918.680555555555,115,Liu
2017A,06-14,10:20:00.000,16:20:00.000,57918.430555555555,57918.680555555555,078,Goto
2017A,06-15,04:20:00.000,10:20:00.000,57919.180555555555,57919.430555555555,093,Birkby
2017A,06-16,04:20:00.000,08:15:00.000,57920.180555555555,57920.34375,044,Bus
2017A,06-16,08:15:00.000,09:15:00.000,57920.34375,57920.385416666664,053,Rich
2017A,06-16,09:15:00.000,10:45:00.000,57920.385416666664,57920.447916666664,043,Spencer
2017A,06-16,10:20:00.000,16:20:00.000,57920.430555555555,57920.680555555555,078,Goto
2017A,06-17,04:20:00.000,10:20:00.000,57921.180555555555,57921.430555555555,056,Kellogg
2017A,06-17,10:45:00.000,16:20:00.000,57921.447916666664,57921.680555555555,031,Stringfellow
2017A,06-18,03:30:00.000,05:00:00.000,57922.145833333336,57922.208333333336,043,Spencer
2017A,06-18,05:00:00.000,05:45:00.000,57922.208333333336,57922.239583333336,035,Orton
2017A,06-18,05:45:00.000,08:45:00.000,57922.239583333336,57922.364583333336,049,Howell
2017A,06-18,08:45:00.000,10:30:00.000,57922.364583333336,57922.4375,107,Zhang
2017A,06-18,10:20:00.000,16:20:00.000,57922.430555555555,57922.680555555555,081,Plavchan
2017A,06-19,04:20:00.000,07:20:00.000,57923.180555555555,57923.305555555555,003,Landt
2017A,06-19,07:20:00.000,08:00:00.000,57923.305555555555,57923.333333333336,035,Orton
2017A,06-19,08:00:00.000,08:45:00.000,57923.333333333336,57923.364583333336,051,Corlies
2017A,06-19,08:45:00.000,10:20:00.000,57923.364583333336,57923.430555555555,107,Zhang
2017A,06-19,10:30:00.000,15:30:00.000,57923.4375,57923.645833333336,031,Stringfellow
2017A,06-20,04:20:00.000,07:20:00.000,57924.180555555555,57924.305555555555,042,Sand
2017A,06-20,07:20:00.000,13:20:00.000,57924.305555555555,57924.555555555555,097,Sellgren
2017A,06-20,10:20:00.000,16:20:00.000,57924.430555555555,57924.680555555555,031,Stringfellow
2017A,06-21,04:20:00.000,07:20:00.000,57925.180555555555,57925.305555555555,064,Takir
2017A,06-21,07:20:00.000,13:20:00.000,57925.305555555555,57925.555555555555,097,Sellgren
2017A,06-21,13:20:00.000,16:20:00.000,57925.555555555555,57925.680555555555,042,Sand
2017A,06-22,04:20:00.000,07:20:00.000,57926.180555555555,57926.305555555555,017,Reddy
2017A,06-22,07:20:00.000,13:20:00.000,57926.305555555555,57926.555555555555,097,Sellgren
2017A,06-22,13:20:00.000,16:20:00.000,57926.555555555555,57926.680555555555,064,Takir
2017A,06-23,04:20:00.000,16:20:00.000,57927.180555555555,57927.680555555555,076,Protopapa
2017A,06-23,13:20:00.000,16:20:00.000,57927.555555555555,57927.680555555555,017,Reddy
2017A,06-24,04:20:00.000,10:20:00.000,57928.180555555555,57928.430555555555,093,Birkby
2017A,06-25,04:20:00.000,05:35:00.000,57929.180555555555,57929.23263888889,035,Orton
2017A,06-25,05:35:00.000,07:05:00.000,57929.23263888889,57929.29513888889,043,Spencer
2017A,06-25,07:05:00.000,16:20:00.000,57929.29513888889,57929.680555555555,081,Plavchan
2017A,06-25,10:20:00.000,16:20:00.000,57929.430555555555,57929.680555555555,119,Burgasser
2017A,06-26,04:20:00.000,10:20:00.000,57930.180555555555,57930.430555555555,093,Birkby
2017A,06-27,04:20:00.000,07:20:00.000,57931.180555555555,57931.305555555555,003,Landt
2017A,06-27,07:20:00.000,08:05:00.000,57931.305555555555,57931.336805555555,051,Corlies
2017A,06-27,08:05:00.000,16:20:00.000,57931.336805555555,57931.680555555555,106,Hardegree-Ullman
2017A,06-27,10:20:00.000,16:20:00.000,57931.430555555555,57931.680555555555,115,Liu
2017A,06-28,04:20:00.000,11:00:00.000,57932.180555555555,57932.458333333336,023,Ansdell
2017A,06-29,04:20:00.000,11:00:00.000,57933.180555555555,57933.458333333336,023,Ansdell
2017A,06-29,11:00:00.000,16:20:00.000,57933.458333333336,57933.680555555555,106,Hardegree-Ullman
2017A,06-30,04:20:00.000,11:00:00.000,57934.180555555555,57934.458333333336,023,Ansdell
2017A,06-30,11:00:00.000,16:20:00.000,57934.458333333336,57934.680555555555,064,Takir
2017A,07-01,04:25:00.000,12:55:00.000,57935.18402777778,57935.538194444445,110,Crossfield
2017A,07-01,11:00:00.000,16:20:00.000,57935.458333333336,57935.680555555555,090,Gaidos
2017A,07-02,04:25:00.000,07:45:00.000,57936.18402777778,57936.322916666664,003,Landt
2017A,07-02,07:45:00.000,09:15:00.000,57936.322916666664,57936.385416666664,043,Spencer
2017A,07-02,09:15:00.000,10:05:00.000,57936.385416666664,57936.42013888889,051,Corlies
2017A,07-02,12:55:00.000,16:25:00.000,57936.538194444445,57936.68402777778,999,Engineering
2017A,07-03,04:25:00.000,16:25:00.000,57937.18402777778,57937.68402777778,013,Burgasser
2017A,07-03,10:05:00.000,16:25:00.000,57937.42013888889,57937.68402777778,017,Reddy
2017A,07-04,04:25:00.000,09:25:00.000,57938.18402777778,57938.39236111111,061,Gibb
2017A,07-04,09:25:00.000,13:10:00.000,57938.39236111111,57938.54861111111,081,Plavchan
2017A,07-05,04:25:00.000,09:25:00.000,57939.18402777778,57939.39236111111,061,Gibb
2017A,07-05,09:25:00.000,16:25:00.000,57939.39236111111,57939.68402777778,016,DeMeo
2017A,07-05,13:10:00.000,16:25:00.000,57939.54861111111,57939.68402777778,985,Boogert
2017A,07-06,04:25:00.000,09:25:00.000,57940.18402777778,57940.39236111111,061,Gibb
2017A,07-06,09:25:00.000,16:25:00.000,57940.39236111111,57940.68402777778,042,Sand
2017A,07-07,03:15:00.000,08:30:00.000,57941.135416666664,57941.354166666664,999,Engineering
2017A,07-07,08:30:00.000,11:00:00.000,57941.354166666664,57941.458333333336,045,Bezard
2017A,07-08,03:15:00.000,07:30:00.000,57942.135416666664,57942.3125,048,Sinclair
2017A,07-08,07:30:00.000,11:00:00.000,57942.3125,57942.458333333336,045,Bezard
2017A,07-08,11:00:00.000,12:45:00.000,57942.458333333336,57942.53125,999,Engineering
2017A,07-08,12:45:00.000,15:15:00.000,57942.53125,57942.635416666664,006,Young
2017A,07-09,04:25:00.000,05:30:00.000,57943.18402777778,57943.229166666664,043,Spencer
2017A,07-09,05:30:00.000,06:10:00.000,57943.229166666664,57943.256944444445,035,Orton
2017A,07-09,06:10:00.000,08:40:00.000,57943.256944444445,57943.36111111111,092,Zangari
2017A,07-09,08:40:00.000,09:25:00.000,57943.36111111111,57943.39236111111,051,Corlies
2017A,07-09,09:25:00.000,16:25:00.000,57943.39236111111,57943.68402777778,104,Magnier
2017A,07-09,11:00:00.000,13:45:00.000,57943.458333333336,57943.572916666664,118,Thomas
2017A,07-09,13:45:00.000,15:15:00.000,57943.572916666664,57943.635416666664,999,Engineering
2017A,07-10,03:15:00.000,07:30:00.000,57944.135416666664,57944.3125,048,Sinclair
2017A,07-10,07:30:00.000,11:00:00.000,57944.3125,57944.458333333336,045,Bezard
2017A,07-10,23:30:00.000,02:30:00.000,57944.979166666664,57944.104166666664,034,Orton
2017A,07-11,03:15:00.000,07:00:00.000,57945.135416666664,57945.291666666664,039,Greathouse
2017A,07-11,07:00:00.000,11:00:00.000,57945.291666666664,57945.458333333336,045,Bezard
2017A,07-11,11:00:00.000,15:15:00.000,57945.458333333336,57945.635416666664,019,Dressing
2017A,07-11,23:30:00.000,02:30:00.000,57945.979166666664,57945.104166666664,034,Orton
2017A,07-12,03:15:00.000,07:00:00.000,57946.135416666664,57946.291666666664,039,Greathouse
2017A,07-12,07:00:00.000,11:00:00.000,57946.291666666664,57946.458333333336,109,Nixon
2017A,07-12,11:00:00.000,15:15:00.000,57946.458333333336,57946.635416666664,019,Dressing
2017A,07-12,15:15:00.000,22:00:00.000,57946.635416666664,57946.916666666664,984,Encrenaz
2017A,07-13,03:15:00.000,07:00:00.000,57947.135416666664,57947.291666666664,039,Greathouse
2017A,07-13,07:00:00.000,11:00:00.000,57947.291666666664,57947.458333333336,109,Nixon
2017A,07-13,11:00:00.000,15:15:00.000,57947.458333333336,57947.635416666664,019,Dressing
2017A,07-13,15:15:00.000,22:00:00.000,57947.635416666664,57947.916666666664,984,Encrenaz
