SEMESTER,MJD START,MJD END,PROGRAM,PI
2001A,52119.166666666664,52119.666666666664,2001A107,Forrest
2001A,52120.166666666664,52120.415972222225,2001A084,Klassen
2001A,52120.415972222225,52120.666666666664,2001A011,Jones
2001A,52121.166666666664,52121.415972222225,2001A084,Klassen
2001A,52121.415972222225,52121.666666666664,2001A011,Jones
2001A,52122.166666666664,52122.415972222225,2001A084,Klassen
2001A,52122.415972222225,52122.666666666664,2001A011,Jones
2001B,52123.166666666664,52123.666666666664,2001B999,Engineering
2001B,52124.166666666664,52124.666666666664,2001B071,Kostiuk
2001B,52125.166666666664,52125.666666666664,2001B071,Kostiuk
2001B,52126.166666666664,52126.666666666664,2001B071,Kostiuk
2001B,52127.166666666664,52127.415972222225,2001B998,Rettig
2001B,52127.415972222225,52127.666666666664,2001B999,Engineering
2001B,52127.8125,52127.833333333336,2001B001,Orton
2001B,52128.166666666664,52128.415972222225,2001B998,Rettig
2001B,52128.415972222225,52128.604166666664,2001B999,Engineering
2001B,52128.604166666664,52128.8125,2001B101,Rathbun
2001B,52128.8125,52128.833333333336,2001B001,Orton
2001B,52129.166666666664,52129.666666666664,2001B072,Kelley
2001B,52130.166666666664,52130.666666666664,2001B072,Kelley
2001B,52131.166666666664,52131.415972222225,2001B998,Rettig
2001B,52131.415972222225,52131.666666666664,2001B999,Engineering
2001B,52132.166666666664,52132.415972222225,2001B998,Rettig
2001B,52132.415972222225,52132.666666666664,2001B999,Engineering
2001B,52133.166666666664,52133.415972222225,2001B109,Goto
2001B,52133.415972222225,52133.666666666664,2001B067,Marion
2001B,52134.166666666664,52134.415972222225,2001B109,Goto
2001B,52134.415972222225,52134.666666666664,2001B067,Marion
2001B,52135.166666666664,52135.666666666664,2001B111,Bus
2001B,52136.166666666664,52136.666666666664,2001B111,Bus
2001B,52137.166666666664,52137.666666666664,2001B079,Howell
2001B,52138.166666666664,52138.666666666664,2001B079,Howell
2001B,52139.166666666664,52139.666666666664,2001B036,Hammel
2001B,52140.166666666664,52140.666666666664,2001B036,Hammel
2001B,52141.166666666664,52141.666666666664,2001B036,Hammel
2001B,52142.166666666664,52142.666666666664,2001B011,Sasselov
2001B,52143.166666666664,52143.666666666664,2001B011,Sasselov
2001B,52144.166666666664,52144.59722222222,2001B028,Binzel
2001B,52144.59722222222,52144.625,2001B101,Rathbun
2001B,52145.166666666664,52145.666666666664,2001B028,Binzel
2001B,52146.166666666664,52146.666666666664,2001B053,Smith
2001B,52147.166666666664,52147.666666666664,2001B053,Smith
2001B,52148.166666666664,52148.666666666664,2001B083,Clayton
2001B,52149.166666666664,52149.666666666664,2001B083,Clayton
2001B,52150.166666666664,52150.291666666664,2001B999,Engineering
2001B,52150.291666666664,52150.375,2001B994,Krasnopolsky
2001B,52150.375,52150.625,2001B999,Engineering
2001B,52150.625,52150.645833333336,2001B101,Rathbun
2001B,52150.645833333336,52150.666666666664,2001B001,Orton
2001B,52151.166666666664,52151.291666666664,2001B999,Engineering
2001B,52151.291666666664,52151.375,2001B994,Krasnopolsky
2001B,52151.375,52151.625,2001B999,Engineering
2001B,52151.625,52151.645833333336,2001B101,Rathbun
2001B,52151.645833333336,52151.666666666664,2001B001,Orton
2001B,52152.166666666664,52152.666666666664,2001B089,Rayner
2001B,52153.166666666664,52153.666666666664,2001B089,Rayner
2001B,52154.166666666664,52154.666666666664,2001B026,Encrenaz
2001B,52155.166666666664,52155.666666666664,2001B026,Encrenaz
2001B,52156.166666666664,52156.666666666664,2001B105,Joseph
2001B,52157.166666666664,52157.666666666664,2001B105,Joseph
2001B,52158.166666666664,52158.666666666664,2001B065,Muzerolle
2001B,52159.166666666664,52159.666666666664,2001B065,Muzerolle
2001B,52160.166666666664,52160.666666666664,2001B065,Muzerolle
2001B,52161.166666666664,52161.666666666664,2001B020,Balachandran
2001B,52162.166666666664,52162.666666666664,2001B020,Balachandran
2001B,52163.166666666664,52163.666666666664,2001B020,Balachandran
2001B,52164.166666666664,52164.666666666664,2001B020,Balachandran
2001B,52165.166666666664,52165.625,2001B999,Engineering
2001B,52165.625,52165.645833333336,2001B101,Rathbun
2001B,52165.645833333336,52165.666666666664,2001B001,Orton
2001B,52166.166666666664,52166.625,2001B999,Engineering
2001B,52166.625,52166.645833333336,2001B101,Rathbun
2001B,52166.645833333336,52166.666666666664,2001B001,Orton
2001B,52167.166666666664,52167.61111111111,2001B115,Turnshek
2001B,52167.61111111111,52167.63888888889,2001B101,Rathbun
2001B,52168.166666666664,52168.666666666664,2001B115,Turnshek
2001B,52169.166666666664,52169.666666666664,2001B115,Turnshek
2001B,52170.166666666664,52170.666666666664,2001B115,Turnshek
2001B,52171.166666666664,52171.666666666664,2001B061,Richardson
2001B,52172.166666666664,52172.666666666664,2001B061,Richardson
2001B,52173.166666666664,52173.666666666664,2001B099,Sheppard
2001B,52174.166666666664,52174.415972222225,2001B099,Sheppard
2001B,52174.415972222225,52174.666666666664,2001B043,Weaver
2001B,52175.166666666664,52175.415972222225,2001B099,Sheppard
2001B,52175.415972222225,52175.666666666664,2001B043,Weaver
2001B,52176.166666666664,52176.415972222225,2001B099,Sheppard
2001B,52176.415972222225,52176.666666666664,2001B043,Weaver
2001B,52177.166666666664,52177.666666666664,2001B099,Sheppard
2001B,52178.166666666664,52178.666666666664,2001B061,Richardson
2001B,52179.166666666664,52179.666666666664,2001B061,Richardson
2001B,52180.166666666664,52180.666666666664,2001B072,Kelley
2001B,52181.166666666664,52181.666666666664,2001B072,Kelley
2001B,52181.770833333336,52181.79861111111,2001B101,Rathbun
2001B,52182.166666666664,52182.666666666664,2001B116,Gregg
2001B,52183.166666666664,52183.666666666664,2001B116,Gregg
2001B,52184.166666666664,52184.666666666664,2001B116,Gregg
2001B,52185.166666666664,52185.666666666664,2001B031,Reid
2001B,52186.166666666664,52186.666666666664,2001B031,Reid
2001B,52187.166666666664,52187.666666666664,2001B031,Reid
2001B,52188.166666666664,52188.666666666664,2001B047,Abell
2001B,52189.166666666664,52189.666666666664,2001B047,Abell
2001B,52190.166666666664,52190.458333333336,2001B067,Marion
2001B,52190.458333333336,52190.666666666664,2001B108,Goguen
2001B,52191.166666666664,52191.666666666664,2001B047,Abell
2001B,52192.166666666664,52192.666666666664,2001B047,Abell
2001B,52193.166666666664,52193.666666666664,2001B089,Rayner
2001B,52194.166666666664,52194.666666666664,2001B089,Rayner
2001B,52195.166666666664,52195.625,2001B117,Wooden
2001B,52195.625,52195.645833333336,2001B001,Orton
2001B,52196.166666666664,52196.415972222225,2001B117,Wooden
2001B,52196.415972222225,52196.666666666664,2001B032,Beck
2001B,52197.166666666664,52197.645833333336,2001B117,Wooden
2001B,52197.645833333336,52197.729166666664,2001B101,Rathbun
2001B,52198.166666666664,52198.666666666664,2001B078,Emery
2001B,52199.166666666664,52199.47222222222,2001B078,Emery
2001B,52199.47222222222,52199.5,2001B101,Rathbun
2001B,52199.5,52199.666666666664,2001B078,Emery
2001B,52200.166666666664,52200.666666666664,2001B078,Emery
2001B,52200.415972222225,52200.666666666664,2001B021,Bjorkman
2001B,52200.415972222225,52200.666666666664,2001B021,Bjorkman
2001B,52200.415972222225,52200.666666666664,2001B021,Bjorkman
2001B,52204.166666666664,52204.40972222222,2001B021,Bjorkman
2001B,52205.166666666664,52205.415972222225,2001B021,Bjorkman
2001B,52206.166666666664,52206.415972222225,2001B021,Bjorkman
2001B,52207.166666666664,52207.415972222225,2001B028,Binzel
2001B,52207.415972222225,52207.645833333336,2001B040,Griffith
2001B,52207.645833333336,52207.666666666664,2001B101,Rathbun
2001B,52208.166666666664,52208.415972222225,2001B028,Binzel
2001B,52208.415972222225,52208.645833333336,2001B040,Griffith
2001B,52208.645833333336,52208.666666666664,2001B101,Rathbun
2001B,52209.166666666664,52209.415972222225,2001B110,Gizis
2001B,52209.415972222225,52209.666666666664,2001B040,Griffith
2001B,52210.166666666664,52210.415972222225,2001B110,Gizis
2001B,52210.415972222225,52210.666666666664,2001B040,Griffith
2001B,52211.166666666664,52211.415972222225,2001B067,Marion
2001B,52211.415972222225,52211.666666666664,2001B040,Griffith
2001B,52212.166666666664,52212.415972222225,2001B067,Marion
2001B,52212.415972222225,52212.666666666664,2001B040,Griffith
2001B,52213.166666666664,52213.415972222225,2001B109,Goto
2001B,52213.415972222225,52213.666666666664,2001B108,Goguen
2001B,52214.166666666664,52214.415972222225,2001B109,Goto
2001B,52214.415972222225,52214.666666666664,2001B040,Griffith
2001B,52215.166666666664,52215.354166666664,2001B018,Alonso-Herrero
2001B,52215.354166666664,52215.42361111111,2001B101,Rathbun
2001B,52215.42361111111,52215.666666666664,2001B018,Alonso-Herrero
2001B,52216.166666666664,52216.666666666664,2001B018,Alonso-Herrero
2001B,52217.166666666664,52217.666666666664,2001B018,Alonso-Herrero
2001B,52218.166666666664,52218.666666666664,2001B023,Liu
2001B,52219.166666666664,52219.666666666664,2001B023,Liu
2001B,52220.166666666664,52220.666666666664,2001B023,Liu
2001B,52221.166666666664,52221.666666666664,2001B023,Liu
2001B,52222.166666666664,52222.415972222225,2001B111,Bus
2001B,52222.415972222225,52222.625,2001B101,Rathbun
2001B,52223.166666666664,52223.415972222225,2001B111,Bus
2001B,52223.415972222225,52223.666666666664,2001B032,Beck
2001B,52224.166666666664,52224.666666666664,2001B111,Bus
2001B,52225.083333333336,52225.166666666664,2001B994,Krasnopolsky
2001B,52225.166666666664,52225.666666666664,2001B079,Howell
2001B,52226.083333333336,52226.166666666664,2001B994,Krasnopolsky
2001B,52226.166666666664,52226.666666666664,2001B030,Griffith
2001B,52227.229166666664,52227.729166666664,2001B030,Griffith
2001B,52228.229166666664,52228.729166666664,2001B052,Spencer
2001B,52229.229166666664,52229.729166666664,2001B052,Spencer
2001B,52230.229166666664,52230.729166666664,2001B077,Evans
2001B,52231.229166666664,52231.729166666664,2001B104,Lacy
2001B,52232.229166666664,52232.729166666664,2001B104,Lacy
2001B,52233.229166666664,52233.729166666664,2001B104,Lacy
2001B,52234.229166666664,52234.729166666664,2001B060,Richter
2001B,52235.229166666664,52235.729166666664,2001B054,Skillman
2001B,52236.229166666664,52236.729166666664,2001B054,Skillman
2001B,52237.166666666664,52237.645833333336,2001B006,Connerney
2001B,52237.645833333336,52237.666666666664,2001B001,Orton
2001B,52238.083333333336,52238.583333333336,2001B066,Mumma
2001B,52239.166666666664,52239.645833333336,2001B006,Connerney
2001B,52239.645833333336,52239.666666666664,2001B001,Orton
2001B,52240.083333333336,52240.583333333336,2001B066,Mumma
2001B,52241.166666666664,52241.666666666664,2001B068,McCabe
2001B,52242.166666666664,52242.666666666664,2001B068,McCabe
2001B,52243.166666666664,52243.666666666664,2001B068,McCabe
2001B,52244.166666666664,52244.666666666664,2001B068,McCabe
2001B,52245.166666666664,52245.458333333336,2001B037,Simon
2001B,52245.458333333336,52245.48611111111,2001B101,Rathbun
2001B,52245.48611111111,52245.666666666664,2001B037,Simon
2001B,52246.166666666664,52246.666666666664,2001B037,Simon
2001B,52247.166666666664,52247.666666666664,2001B037,Simon
2001B,52248.166666666664,52248.625,2001B102,Lisse
2001B,52248.625,52248.666666666664,2001B101,Rathbun
2001B,52249.166666666664,52249.625,2001B102,Lisse
2001B,52249.625,52249.666666666664,2001B101,Rathbun
2001B,52250.166666666664,52250.666666666664,2001B102,Lisse
2001B,52251.166666666664,52251.666666666664,2001B034,Poulet
2001B,52252.166666666664,52252.666666666664,2001B082,Haisch
2001B,52253.166666666664,52253.375,2001B043,Weaver
2001B,52253.375,52253.666666666664,2001B082,Haisch
2001B,52254.166666666664,52254.29861111111,2001B043,Weaver
2001B,52254.29861111111,52254.32638888889,2001B101,Rathbun
2001B,52254.32638888889,52254.375,2001B043,Weaver
2001B,52254.375,52254.666666666664,2001B082,Haisch
2001B,52255.166666666664,52255.375,2001B043,Weaver
2001B,52255.375,52255.666666666664,2001B034,Poulet
2001B,52256.083333333336,52256.333333333336,2001B066,Mumma
2001B,52256.333333333336,52256.666666666664,2001B092,Bauer
2001B,52257.083333333336,52257.333333333336,2001B066,Mumma
2001B,52257.333333333336,52257.666666666664,2001B092,Bauer
2001B,52258.166666666664,52258.333333333336,2001B013,Myers
2001B,52258.333333333336,52258.458333333336,2001B029,Harris
2001B,52258.458333333336,52258.666666666664,2001B013,Myers
2001B,52259.166666666664,52259.25,2001B013,Myers
2001B,52259.25,52259.375,2001B029,Harris
2001B,52259.375,52259.666666666664,2001B013,Myers
2001B,52260.166666666664,52260.291666666664,2001B029,Harris
2001B,52260.291666666664,52260.666666666664,2001B013,Myers
2001B,52261.166666666664,52261.291666666664,2001B029,Harris
2001B,52261.291666666664,52261.666666666664,2001B013,Myers
2001B,52262.166666666664,52262.270833333336,2001B064,Osip
2001B,52262.270833333336,52262.375,2001B029,Harris
2001B,52262.375,52262.666666666664,2001B064,Osip
2001B,52263.166666666664,52263.375,2001B064,Osip
2001B,52263.375,52263.666666666664,2001B013,Myers
2001B,52264.166666666664,52264.291666666664,2001B029,Harris
2001B,52264.291666666664,52264.666666666664,2001B013,Myers
2001B,52265.166666666664,52265.666666666664,2001B050,Forrest
2001B,52266.166666666664,52266.666666666664,2001B050,Forrest
2001B,52267.166666666664,52267.666666666664,2001B050,Forrest
2001B,52270.166666666664,52270.666666666664,2001B084,Walter
2001B,52271.166666666664,52271.666666666664,2001B084,Walter
2001B,52272.166666666664,52272.583333333336,2001B084,Walter
2001B,52272.583333333336,52272.604166666664,2001B101,Rathbun
2001B,52272.604166666664,52272.666666666664,2001B084,Walter
2001B,52273.166666666664,52273.583333333336,2001B084,Walter
2001B,52273.583333333336,52273.604166666664,2001B101,Rathbun
2001B,52273.604166666664,52273.666666666664,2001B084,Walter
2001B,52274.166666666664,52274.666666666664,2001B056,Schultz
2001B,52276.166666666664,52276.666666666664,2001B032,Beck
2001B,52277.166666666664,52277.666666666664,2001B093,Greene
2001B,52278.166666666664,52278.666666666664,2001B093,Greene
2001B,52279.166666666664,52279.666666666664,2001B093,Greene
2001B,52280.166666666664,52280.583333333336,2001B017,Chanover
2001B,52280.583333333336,52280.625,2001B001,Orton
2001B,52280.625,52280.666666666664,2001B017,Chanover
2001B,52281.166666666664,52281.583333333336,2001B017,Chanover
2001B,52281.583333333336,52281.625,2001B001,Orton
2001B,52281.625,52281.666666666664,2001B017,Chanover
2001B,52282.0,52282.166666666664,2001B033,Novak
2001B,52282.166666666664,52282.666666666664,2001B017,Chanover
2001B,52283.0,52283.166666666664,2001B033,Novak
2001B,52283.166666666664,52283.666666666664,2001B017,Chanover
2001B,52284.0,52284.166666666664,2001B033,Novak
2001B,52284.166666666664,52284.354166666664,2001B999,Engineering
2001B,52284.354166666664,52284.520833333336,2001B101,Rathbun
2001B,52284.520833333336,52284.666666666664,2001B999,Engineering
2001B,52285.0,52285.166666666664,2001B033,Novak
2001B,52285.166666666664,52285.666666666664,2001B999,Engineering
2001B,52286.0,52286.166666666664,2001B033,Novak
2001B,52286.166666666664,52286.666666666664,2001B028,Binzel
2001B,52287.166666666664,52287.666666666664,2001B028,Binzel
2001B,52288.166666666664,52288.415972222225,2001B028,Binzel
2001B,52288.415972222225,52288.666666666664,2001B067,Marion
2001B,52289.166666666664,52289.666666666664,2001B004,Sitko
2001B,52290.166666666664,52290.666666666664,2001B004,Sitko
2001B,52291.166666666664,52291.666666666664,2001B004,Sitko
2001B,52292.166666666664,52292.666666666664,2001B087,Tokunaga
2001B,52293.166666666664,52293.354166666664,2001B101,Rathbun
2001B,52293.354166666664,52293.666666666664,2001B087,Tokunaga
2001B,52294.166666666664,52294.666666666664,2001B087,Tokunaga
2001B,52295.166666666664,52295.666666666664,2001B003,Stockton
2001B,52296.166666666664,52296.395833333336,2001B003,Stockton
2001B,52296.395833333336,52296.415972222225,2001B001,Orton
2001B,52296.415972222225,52296.666666666664,2001B003,Stockton
2001B,52297.166666666664,52297.666666666664,2001B027,Stockton
2001B,52298.166666666664,52298.666666666664,,
2001B,52299.166666666664,52299.666666666664,2001B999,Engineering
2001B,52300.166666666664,52300.666666666664,2001B039,Conrath
2001B,52301.166666666664,52301.666666666664,2001B039,Conrath
2001B,52302.166666666664,52302.666666666664,2001B039,Conrath
2001B,52303.166666666664,52303.666666666664,2001B039,Conrath
2001B,52304.166666666664,52304.666666666664,2001B006,Connerney
2001B,52305.166666666664,52305.541666666664,2001B006,Connerney
2001B,52305.541666666664,52305.5625,2001B001,Orton
2001B,52305.5625,52305.666666666664,2001B006,Connerney
2001B,52306.166666666664,52306.666666666664,2001B006,Connerney
2002A,52307.166666666664,52307.666666666664,2002A068,Rettig
2002A,52308.166666666664,52308.666666666664,2002A013,Connerney
2002A,52309.166666666664,52309.208333333336,2002A068,Rettig
2002A,52310.166666666664,52310.666666666664,2002A068,Rettig
2002A,52311.166666666664,52311.666666666664,2002A068,Rettig
2002A,52312.166666666664,52312.5,2002A031,Orton
2002A,52312.5,52312.666666666664,2002A061,Tedesco
2002A,52312.5,52312.666666666664,2002A067,Bus
2002A,52313.166666666664,52313.5,2002A031,Orton
2002A,52313.5,52313.666666666664,2002A061,Tedesco
2002A,52313.5,52313.666666666664,2002A067,Bus
2002A,52314.166666666664,52314.5,2002A031,Orton
2002A,52314.5,52314.666666666664,2002A061,Tedesco
2002A,52314.5,52314.666666666664,2002A067,Bus
