SEMESTER,MJD START,MJD END,PI,PROGRAM
2017A,57843.54861,57843.58333,Engineering,2017A999
2017A,57843.58333,57843.875,Mumma,2017A030
2017A,57844.18056,57844.43056,Emery,2017A067
2017A,57844.58333,57844.875,Mumma,2017A030
2017A,57845.18056,57845.41597,Reddy,2017A017
2017A,57845.41597,57845.91667,Mumma,2017A030
2017A,57845.43056,57845.47222,Wooden,2017A113
2017A,57845.47222,57845.68056,Stallard,2017A047
2017A,57846.18056,57846.41597,Hodapp,2017A994
2017A,57846.41597,57846.91667,Mumma,2017A030
2017A,57847.18056,57847.33333,Engineering,2017A999
2017A,57847.33333,57847.58333,Paganini,2017A075
2017A,57848.18056,57848.43056,Engineering,2017A999
2017A,57848.58333,57848.875,Keane,2017A074
2017A,57849.20833,57849.70833,Engineering,2017A999
2017A,57849.43056,57849.68056,Plavchan,2017A081
2017A,57850.20833,57850.70833,Woodward,2017A009
2017A,57851.20833,57851.70833,Woodward,2017A009
2017A,57852.20833,57852.45833,Woodward,2017A009
2017A,57853.18056,57853.34722,Engineering,2017A999
2017A,57853.34722,57853.47222,Tsang,2017A062
2017A,57853.45833,57853.70833,Engineering,2017A999
2017A,57854.18056,57854.34722,Engineering,2017A999
2017A,57854.34722,57854.47222,Tsang,2017A062
2017A,57854.47222,57854.68056,Stallard,2017A047
2017A,57855.18056,57855.34722,Engineering,2017A999
2017A,57855.34722,57855.43056,Hebrard,2017A057
2017A,57855.47222,57855.68056,Plavchan,2017A081
2017A,57856.18056,57856.34722,Engineering,2017A999
2017A,57856.34722,57856.43056,Hebrard,2017A057
2017A,57856.43056,57856.68056,Gaidos,2017A090
2017A,57856.68056,57856.84722,Mumma,2017A993
2017A,57857.18056,57857.34722,Engineering,2017A999
2017A,57857.34722,57857.43056,Hebrard,2017A057
2017A,57857.43056,57857.68056,DiSanti,2017A085
2017A,57857.68056,57857.84722,Mumma,2017A993
2017A,57858.18056,57858.34722,Engineering,2017A999
2017A,57858.34722,57858.43056,Hebrard,2017A057
2017A,57858.43056,57858.68056,DiSanti,2017A085
2017A,57858.68056,57858.84722,Bonev,2017A992
2017A,57859.18056,57859.34722,Gaidos,2017A090
2017A,57859.34722,57859.43056,Hebrard,2017A057
2017A,57859.43056,57859.68056,Bonev,2017A088
2017A,57859.68056,57859.84722,Bonev,2017A992
2017A,57860.18056,57860.47222,Engineering,2017A999
2017A,57860.43056,57860.68056,Bonev,2017A088
2017A,57861.18056,57861.43056,Newton,2017A089
2017A,57861.47222,57861.68056,Stallard,2017A047
2017A,57862.18056,57862.30556,Newton,2017A991
2017A,57862.30556,57862.43056,Johnson,2017A990
2017A,57862.43056,57862.68056,Brittain,2017A052
2017A,57863.18056,57863.34722,Newton,2017A991
2017A,57863.34722,57863.47917,Johnson,2017A990
2017A,57863.43056,57863.55556,Roth,2017A989
2017A,57863.55556,57863.68056,Brittain,2017A988
2017A,57864.18056,57864.43056,Emery,2017A067
2017A,57864.47917,57864.60417,Mumma,2017A993
2017A,57864.60417,57864.625,Engineering,2017A999
2017A,57864.625,57864.84722,Young,2017A072
2017A,57865.18056,57865.32639,Engineering,2017A999
2017A,57865.32639,57865.43056,Thomas,2017A101
2017A,57865.43056,57865.68056,Esplin,2017A024
2017A,57865.68056,57865.84722,Young,2017A072
2017A,57866.18056,57866.30556,Engineering,2017A999
2017A,57866.30556,57866.43056,Howell,2017A049
2017A,57866.43056,57866.68056,Esplin,2017A024
2017A,57866.68056,57866.84722,Young,2017A072
2017A,57867.18056,57867.27083,Engineering,2017A999
2017A,57867.27083,57867.3125,Wooden,2017A113
2017A,57867.3125,57867.375,Spencer,2017A043
2017A,57867.375,57867.68056,Esplin,2017A024
2017A,57867.43056,57867.68056,Esplin,2017A024
2017A,57867.68056,57867.84722,Young,2017A072
2017A,57868.18056,57868.43056,DeMeo,2017A016
2017A,57868.68056,57868.84722,Young,2017A072
2017A,57869.18056,57869.43056,Moore,2017A997
2017A,57869.43056,57869.68056,Sullivan,2017A054
2017A,57869.68056,57869.84722,Young,2017A072
2017A,57870.18056,57870.43056,Magnier,2017A104
2017A,57870.43056,57870.68056,Sullivan,2017A054
2017A,57870.68056,57870.84722,Young,2017A072
2017A,57871.18056,57871.43056,Moore,2017A997
2017A,57871.43056,57871.68056,Sullivan,2017A054
2017A,57871.68056,57871.84722,Young,2017A072
2017A,57872.18056,57872.43056,Bus,2017A044
2017A,57872.43056,57872.68056,Birkby,2017A093
2017A,57872.68056,57872.84722,Young,2017A072
2017A,57873.18056,57873.34722,Reddy,2017A017
2017A,57873.34722,57873.43056,Landt,2017A003
2017A,57873.43056,57873.68056,Sullivan,2017A054
2017A,57873.68056,57873.84722,Young,2017A072
2017A,57874.17708,57874.38542,Reddy,2017A017
2017A,57874.38542,57874.44792,Spencer,2017A043
2017A,57874.43056,57874.68056,Birkby,2017A093
2017A,57874.68056,57874.84722,Young,2017A072
2017A,57875.17708,57875.51042,Takir,2017A064
2017A,57875.44792,57875.53125,Ansdell,2017A083
2017A,57875.53125,57875.5625,Corlies,2017A051
2017A,57875.5625,57875.625,Rich,2017A053
2017A,57875.625,57875.84375,Young,2017A072
2017A,57876.17708,57876.51042,Sand,2017A042
2017A,57876.51042,57876.67708,Goto,2017A070
2017A,57876.67708,57876.84375,Young,2017A072
2017A,57877.17708,57877.67708,Mumma,2017A030
2017A,57877.51042,57877.67708,Goto,2017A070
2017A,57877.67708,57877.84375,Young,2017A072
2017A,57878.17708,57878.67708,Mumma,2017A030
2017A,57878.67708,57878.84375,Young,2017A072
2017A,57879.17708,57879.64583,Gagliuffi,2017A102
2017A,57879.67708,57879.84375,Young,2017A072
2017A,57880.17708,57880.42708,Zhang,2017A107
2017A,57880.64583,57880.89583,Vervack,2017A059
2017A,57881.17708,57881.34375,Grunblatt,2017A073
2017A,57881.34375,57881.42708,Landt,2017A003
2017A,57881.42708,57881.67708,Mann,2017A004
2017A,57882.17708,57882.39931,Zhang,2017A107
2017A,57882.39931,57882.42708,Orton,2017A035
2017A,57882.42708,57882.45833,Orton,2017A035
2017A,57882.45833,57882.52083,Spencer,2017A043
2017A,57882.52083,57882.55208,Corlies,2017A051
2017A,57882.55208,57882.59375,Kobulnicky,2017A071
2017A,57882.59375,57882.67708,Grosso,2017A987
2017A,57883.17708,57883.22917,Engineering,2017A999
2017A,57883.22917,57883.29167,Spencer,2017A043
2017A,57883.29167,57883.46875,Mann,2017A004
2017A,57883.42708,57883.67708,Stallard,2017A047
2017A,57884.17708,57884.41597,Zhang,2017A986
2017A,57884.41597,57884.58333,Martin,2017A029
2017A,57884.46875,57884.5,Corlies,2017A051
2017A,57884.5,57884.58333,Ansdell,2017A083
2017A,57884.58333,57884.875,Gibb,2017A061
2017A,57885.17708,57885.42708,Newton,2017A089
2017A,57885.58333,57885.875,Gibb,2017A061
2017A,57886.17708,57886.67708,Skinner,2017A998
2017A,57886.42708,57886.58333,Ansdell,2017A083
2017A,57886.58333,57886.875,Gibb,2017A061
2017A,57887.17708,57887.34375,Engineering,2017A999
2017A,57887.34375,57887.42708,Landt,2017A003
2017A,57888.17708,57888.26042,Engineering,2017A999
2017A,57888.26042,57888.67708,Connelley,2017A036
2017A,57888.42708,57888.45833,Spencer,2017A043
2017A,57888.45833,57888.48958,Corlies,2017A051
2017A,57888.48958,57888.53125,Engineering,2017A999
2017A,57888.53125,57888.67708,Lisse,2017A095
2017A,57888.72917,57888.85417,Kaluna,2017A099
2017A,57889.17708,57889.26042,Engineering,2017A999
2017A,57889.26042,57889.67708,Connelley,2017A036
2017A,57890.17708,57890.42708,Bjoraker,2017A012
2017A,57891.125,57891.33333,Johnson,2017A046
2017A,57891.33333,57891.47917,Orton,2017A034
2017A,57891.42708,57891.59375,Martin,2017A029
2017A,57891.59375,57891.90625,Keane,2017A074
2017A,57892.17708,57892.46875,Orton,2017A034
2017A,57892.47917,57892.58333,Stringfellow,2017A031
2017A,57892.58333,57892.625,Sand,2017A042
2017A,57893.17708,57893.42708,Bjoraker,2017A012
2017A,57893.46875,57893.67708,Stringfellow,2017A031
2017A,57894.17708,57894.46875,Reddy,2017A017
2017A,57894.42708,57894.55208,Lisse,2017A095
2017A,57894.55208,57894.67708,Olkin,2017A063
2017A,57895.17708,57895.30208,Bus,2017A044
2017A,57895.30208,57895.55208,Chu,2017A020
2017A,57895.46875,57895.55208,Thomas,2017A118
2017A,57895.55208,57895.67708,Olkin,2017A063
2017A,57896.17708,57896.30208,Engineering,2017A999
2017A,57896.30208,57896.51042,Chu,2017A020
2017A,57896.55208,57896.67708,Olkin,2017A063
2017A,57897.17708,57897.29167,Engineering,2017A999
2017A,57897.29167,57897.375,Landt,2017A003
2017A,57897.375,57897.4375,Spencer,2017A043
2017A,57897.51042,57897.55208,Sand,2017A042
2017A,57897.55208,57897.67708,Olkin,2017A063
2017A,57898.17708,57898.30208,Engineering,2017A999
2017A,57898.30208,57898.55208,Chu,2017A020
2017A,57898.4375,57898.46875,Corlies,2017A051
2017A,57898.46875,57898.51042,Rich,2017A053
2017A,57898.51042,57898.67708,Olkin,2017A063
2017A,57899.13542,57899.375,Engineering,2017A999
2017A,57899.375,57899.63542,Howell,2017A049
2017A,57899.55208,57899.67708,Olkin,2017A063
2017A,57900.13542,57900.375,Greathouse,2017A039
2017A,57900.375,57900.63542,Sellgren,2017A097
2017A,57901.13542,57901.375,Greathouse,2017A039
2017A,57901.375,57901.63542,Sellgren,2017A097
2017A,57902.13542,57902.375,Tsang,2017A008
2017A,57902.375,57902.63542,Sellgren,2017A097
2017A,57903.13542,57903.32292,Sinclair,2017A048
2017A,57903.32292,57903.39583,Engineering,2017A999
2017A,57903.39583,57903.54167,Hankins,2017A096
2017A,57904.13542,57904.32292,Sinclair,2017A048
2017A,57904.32292,57904.39583,Engineering,2017A999
2017A,57904.39583,57904.54167,Hankins,2017A096
2017A,57904.54167,57904.63542,Engineering,2017A999
2017A,57905.13542,57905.375,Fouchet,2017A065
2017A,57905.375,57905.63542,Howell,2017A049
2017A,57905.54167,57905.63542,Engineering,2017A999
2017A,57906.13542,57906.375,Fletcher,2017A014
2017A,57906.375,57906.42708,Corlies,2017A051
2017A,57907.13542,57907.375,Fletcher,2017A014
2017A,57907.375,57907.63542,Mauerhan,2017A080
2017A,57907.42708,57907.63542,Mauerhan,2017A080
2017A,57908.13542,57908.375,Greathouse,2017A039
2017A,57908.375,57908.63542,Lisse,2017A117
2017A,57909.13542,57909.375,Greathouse,2017A039
2017A,57909.375,57909.63542,Lisse,2017A117
2017A,57910.18056,57910.43056,Emery,2017A067
2017A,57911.18056,57911.22222,Orton,2017A035
2017A,57911.22222,57911.25,Spencer,2017A043
2017A,57911.25,57911.55556,Howell,2017A049
2017A,57911.43056,57911.68056,Hardegree-Ullman,2017A106
2017A,57912.20833,57912.875,Mumma,2017A030
2017A,57912.55556,57912.58681,Corlies,2017A051
2017A,57912.58681,57912.68056,Sand,2017A042
2017A,57913.18056,57913.30556,Landt,2017A003
2017A,57913.30556,57913.68056,Burgasser,2017A013
2017A,57914.20833,57914.875,Mumma,2017A030
2017A,57915.18056,57915.43056,Vervack,2017A059
2017A,57916.18056,57916.68056,Liu,2017A115
2017A,57916.43056,57916.46181,Corlies,2017A051
2017A,57916.46181,57916.68056,Hardegree-Ullman,2017A106
2017A,57917.18056,57917.43056,Birkby,2017A093
2017A,57918.18056,57918.68056,Liu,2017A115
2017A,57918.43056,57918.68056,Goto,2017A078
2017A,57919.18056,57919.43056,Birkby,2017A093
2017A,57920.18056,57920.34375,Bus,2017A044
2017A,57920.34375,57920.38542,Rich,2017A053
2017A,57920.38542,57920.44792,Spencer,2017A043
2017A,57920.43056,57920.68056,Goto,2017A078
2017A,57921.18056,57921.43056,Kellogg,2017A056
2017A,57921.44792,57921.68056,Stringfellow,2017A031
2017A,57922.14583,57922.20833,Spencer,2017A043
2017A,57922.20833,57922.23958,Orton,2017A035
2017A,57922.23958,57922.36458,Howell,2017A049
2017A,57922.36458,57922.4375,Zhang,2017A107
2017A,57922.43056,57922.68056,Plavchan,2017A081
2017A,57923.18056,57923.30556,Landt,2017A003
2017A,57923.30556,57923.33333,Orton,2017A035
2017A,57923.33333,57923.36458,Corlies,2017A051
2017A,57923.36458,57923.43056,Zhang,2017A107
2017A,57923.4375,57923.64583,Stringfellow,2017A031
2017A,57924.18056,57924.30556,Sand,2017A042
2017A,57924.30556,57924.55556,Sellgren,2017A097
2017A,57924.43056,57924.68056,Stringfellow,2017A031
2017A,57925.18056,57925.30556,Takir,2017A064
2017A,57925.30556,57925.55556,Sellgren,2017A097
2017A,57925.55556,57925.68056,Sand,2017A042
2017A,57926.18056,57926.30556,Reddy,2017A017
2017A,57926.30556,57926.55556,Sellgren,2017A097
2017A,57926.55556,57926.68056,Takir,2017A064
2017A,57927.18056,57927.68056,Protopapa,2017A076
2017A,57927.55556,57927.68056,Reddy,2017A017
2017A,57928.18056,57928.43056,Birkby,2017A093
2017A,57929.18056,57929.23264,Orton,2017A035
2017A,57929.23264,57929.29514,Spencer,2017A043
2017A,57929.29514,57929.68056,Plavchan,2017A081
2017A,57929.43056,57929.68056,Burgasser,2017A119
2017A,57930.18056,57930.43056,Birkby,2017A093
2017A,57931.18056,57931.30556,Landt,2017A003
2017A,57931.30556,57931.33681,Corlies,2017A051
2017A,57931.33681,57931.68056,Hardegree-Ullman,2017A106
2017A,57931.43056,57931.68056,Liu,2017A115
2017A,57932.18056,57932.45833,Ansdell,2017A023
2017A,57933.18056,57933.45833,Ansdell,2017A023
2017A,57933.45833,57933.68056,Hardegree-Ullman,2017A106
2017A,57934.18056,57934.45833,Ansdell,2017A023
2017A,57934.45833,57934.68056,Takir,2017A064
2017A,57935.18403,57935.53819,Crossfield,2017A110
2017A,57935.45833,57935.68056,Gaidos,2017A090
2017A,57936.18403,57936.32292,Landt,2017A003
2017A,57936.32292,57936.38542,Spencer,2017A043
2017A,57936.38542,57936.42014,Corlies,2017A051
2017A,57936.53819,57936.68403,Engineering,2017A999
2017A,57937.18403,57937.68403,Burgasser,2017A013
2017A,57937.42014,57937.68403,Reddy,2017A017
2017A,57938.18403,57938.39236,Gibb,2017A061
2017A,57938.39236,57938.54861,Plavchan,2017A081
2017A,57939.18403,57939.39236,Gibb,2017A061
2017A,57939.39236,57939.68403,DeMeo,2017A016
2017A,57939.54861,57939.68403,Boogert,2017A985
2017A,57940.18403,57940.39236,Gibb,2017A061
2017A,57940.39236,57940.68403,Sand,2017A042
2017A,57941.13542,57941.35417,Engineering,2017A999
2017A,57941.35417,57941.45833,Bezard,2017A045
2017A,57942.13542,57942.3125,Sinclair,2017A048
2017A,57942.3125,57942.45833,Bezard,2017A045
2017A,57942.45833,57942.53125,Engineering,2017A999
2017A,57942.53125,57942.63542,Young,2017A006
2017A,57943.18403,57943.22917,Spencer,2017A043
2017A,57943.22917,57943.25694,Orton,2017A035
2017A,57943.25694,57943.36111,Zangari,2017A092
2017A,57943.36111,57943.39236,Corlies,2017A051
2017A,57943.39236,57943.68403,Magnier,2017A104
2017A,57943.45833,57943.57292,Thomas,2017A118
2017A,57943.57292,57943.63542,Engineering,2017A999
2017A,57944.13542,57944.3125,Sinclair,2017A048
2017A,57944.3125,57944.45833,Bezard,2017A045
2017A,57944.97917,57944.10417,Orton,2017A034
2017A,57945.13542,57945.29167,Greathouse,2017A039
2017A,57945.29167,57945.45833,Bezard,2017A045
2017A,57945.45833,57945.63542,Dressing,2017A019
2017A,57945.97917,57945.10417,Orton,2017A034
2017A,57946.13542,57946.29167,Greathouse,2017A039
2017A,57946.29167,57946.45833,Nixon,2017A109
2017A,57946.45833,57946.63542,Dressing,2017A019
2017A,57946.63542,57946.91667,Encrenaz,2017A984
2017A,57947.13542,57947.29167,Greathouse,2017A039
2017A,57947.29167,57947.45833,Nixon,2017A109
2017A,57947.45833,57947.63542,Dressing,2017A019
2017A,57947.63542,57947.91667,Encrenaz,2017A984
2017A,57948.13542,57948.3125,Fletcher,2017A014
2017A,57948.3125,57948.45833,Nixon,2017A109
2017A,57948.45833,57948.63542,Zhang,2017A107
2017A,57949.13542,57949.3125,Fletcher,2017A014
2017A,57949.3125,57949.45833,Nixon,2017A109
2017A,57949.45833,57949.63542,Kaluna,2017A099
2017A,57950.13542,57950.27083,Sinclair,2017A048
2017A,57950.27083,57950.45833,Nixon,2017A109
2017A,57950.45833,57950.63542,Dressing,2017A019
2017A,57951.13542,57951.27083,Sinclair,2017A048
2017A,57951.27083,57951.45833,Nixon,2017A109
2017A,57951.45833,57951.63542,Dressing,2017A019
2017A,57952.18403,57952.22569,Orton,2017A035
2017A,57952.22569,57952.30208,Spencer,2017A043
2017A,57952.30208,57952.42708,Howell,2017A049
2017A,57952.45833,57952.63542,Mann,2017A004
2017A,57953.18403,57953.43403,Plavchan,2017A081
2017A,57953.42708,57953.45833,Corlies,2017A051
2017A,57953.45833,57953.68403,Zhang,2017A107
2017A,57954.18403,57954.68403,Burgasser,2017A013
2017A,57954.43403,57954.68403,Grunblatt,2017A073
2017A,57955.18403,57955.68403,Burgasser,2017A013
2017A,57956.18403,57956.43403,Sellgren,2017A097
2017A,57957.18403,57957.43403,Sellgren,2017A097
2017A,57957.43403,57957.68403,Reddy,2017A017
2017A,57958.18403,57958.35069,Stallard,2017A047
2017A,57958.35069,57958.68403,Crossfield,2017A110
2017A,57958.43403,57958.68403,Dressing,2017A019
2017A,57959.18403,57959.22569,Orton,2017A035
2017A,57959.22569,57959.25694,Corlies,2017A051
2017A,57959.25694,57959.46528,Stringfellow,2017A031
2017A,57960.18403,57960.22569,Orton,2017A035
2017A,57960.22569,57960.43403,Stringfellow,2017A031
2017A,57960.46528,57960.68403,DeMeo,2017A016
2017A,57961.18403,57961.23611,Spencer,2017A043
2017A,57961.23611,57961.27778,Rich,2017A053
2017A,57961.27778,57961.48611,Stringfellow,2017A031
2017A,57961.43403,57961.68403,Takir,2017A064
2017A,57962.18403,57962.43403,Plavchan,2017A081
2017A,57962.48611,57962.68403,Bus,2017A044
2017A,57963.18403,57963.39236,Sickafoose,2017A032
2017A,57963.39236,57963.49653,Young,2017A006
2017A,57963.43403,57963.68403,Licandro,2017A084
2017A,57964.04167,57964.16667,Kaluna,2017A099
2017A,57964.18403,57964.22569,Spencer,2017A043
2017A,57964.22569,57964.25694,Corlies,2017A051
2017A,57964.25694,57964.42361,Liu,2017A079
2017A,57964.49653,57964.68403,Reddy,2017A017
2017A,57965.18403,57965.43403,Stallard,2017A047
2017A,57965.42361,57965.68403,Dressing,2017A019
2017B,57966.20486,57966.28819,Brittain,2017B066
2017B,57966.28819,57966.37153,Banzatti,2017B089
2017B,57966.37153,57966.47569,Hinkle,2017B041
2017A,57966.43403,57966.68403,Reddy,2017A017
2017B,57967.17708,57967.20833,Spencer,2017B080
2017B,57967.20833,57967.375,Sickafoose,2017B010
2017B,57967.375,57967.64931,Hardegree-Ullman,2017B021
2017B,57967.47569,57967.67708,Kesseli,2017B095
2017B,57968.17708,57968.23958,Spencer,2017B080
2017B,57968.23958,57968.64931,Hardegree-Ullman,2017B021
2017B,57969.20486,57969.35069,McCollum,2017B076
2017B,57969.35069,57969.56597,Hardegree-Ullman,2017B021
2017B,57970.01389,57970.20486,Vervack,2017B104
2017B,57970.20486,57970.35069,McCollum,2017B076
2017B,57970.35069,57970.56597,Hardegree-Ullman,2017B021
2017B,57970.56597,57970.67708,Gartrelle,2017B025
2017B,57970.95139,57970.01389,Spencer,2017B080
2017B,57971.20486,57971.23611,Corlies,2017B053
2017B,57971.23611,57971.35417,Hardegree-Ullman,2017B021
2017B,57971.35417,57971.52083,Sickafoose,2017B010
2017B,57971.56597,57971.67708,Gartrelle,2017B025
2017B,57971.95139,57971.20486,Vervack,2017B104
2017B,57972.16319,57972.19444,Orton,2017B068
2017B,57972.19444,57972.21528,Spencer,2017B080
2017B,57972.21528,57972.29861,Sitko,2017B003
2017B,57972.29861,57972.38194,Sitko,2017B004
2017B,57972.40278,57972.63542,Shkolnik,2017B088
2017B,57972.52083,57972.67708,Nowinski,2017B023
2017B,57973.16319,57973.19444,Orton,2017B068
2017B,57973.19444,57973.21528,Spencer,2017B080
2017B,57973.21528,57973.29861,Sitko,2017B003
2017B,57973.29861,57973.38194,Sitko,2017B004
2017B,57973.40278,57973.63542,Shkolnik,2017B088
2017B,57974.20486,57974.28819,Sitko,2017B003
2017B,57974.28819,57974.37153,Sitko,2017B004
2017B,57974.37153,57974.40278,Corlies,2017B053
2017B,57975.20486,57975.28819,Sitko,2017B003
2017B,57975.28819,57975.37153,Sitko,2017B004
2017B,57975.39236,57975.67708,Shkolnik,2017B088
2017B,57975.42361,57975.67708,Shkolnik,2017B088
2017B,57976.20486,57976.37153,Stallard,2017B009
2017B,57976.37153,57976.43403,Gaidos,2017B093
2017B,57977.03125,57977.09375,Spencer,2017B080
2017B,57977.20486,57977.43403,Emery,2017B027
2017B,57977.43403,57977.67708,Shkolnik,2017B088
2017B,57978.20486,57978.37153,Stallard,2017B009
2017B,57978.37153,57978.43403,Gaidos,2017B093
2017B,57978.43403,57978.51736,Young,2017B006
2017B,57978.51736,57978.67708,Bus,2017B060
2017B,57979.20486,57979.29861,Wagner,2017B019
2017B,57979.29861,57979.34028,Rich,2017B055
2017B,57979.34028,57979.37153,Corlies,2017B053
2017B,57979.37153,57979.40625,Engineering,2017B999
2017B,57979.40625,57979.57292,Sickafoose,2017B010
